Company,Instrument,Credit Rating,1Y Range,% Assets
Tata Capital Financial Services 91-D 11/10/2019,Commercial Paper,A1+,0.00 - 0.99,0.99
Tata Housing Devp. Co. 91-D 04/11/2019,Commercial Paper,A1+,0.00 - 0.99,0.99
571. Franklin India Liquid Fund - Super Institutional Plan
Bank of Baroda 2019,Certificate of Deposit,A1+,0.00 - 6.41,6.41
Reliance Jio Infocomm 79-D 13/12/2019,Commercial Paper,A1+,0.00 - 4.90,4.90
Tata Power Renewable Energy 87-D 13/12/2019,Commercial Paper,A1+,0.00 - 4.41,4.41
Reliance Retail Ltd. 71-D 05/11/2019,Commercial Paper,A1+,0.00 - 3.95,3.95
L&T Finance 76-D 04/11/2019,Commercial Paper,A1+,0.00 - 3.95,3.95
Birla Group Holdings 60-D 29/11/2019,Commercial Paper,A1+,0.00 - 3.91,3.91
7.44% PNB Housing Finance 2019,Bonds/NCDs,AA+,0.00 - 3.47,3.47
HPCL 30-D 25/10/2019,Commercial Paper,A1+,0.00 - 3.46,3.46
Reliance Retail Ltd. 63-D 11/10/2019,Commercial Paper,A1+,0.00 - 2.97,2.97
Tata Power 49-D 15/11/2019,Commercial Paper,A1+,0.00 - 2.95,2.95
L&T Infrastructre Finance 181-D 02/12/2019,Commercial Paper,A1+,0.00 - 2.95,2.95
L&T Housing Finance 180-D 27/11/2019,Commercial Paper,A1+,0.00 - 2.95,2.95
L&T Housing Finance 83-D 19/12/2019,Commercial Paper,A1+,0.00 - 2.94,2.94
Indian Oil Corp. 53-D 01/11/2019,Commercial Paper,A1+,0.00 - 2.72,2.72
Indian Oil Corp. 76-D 16/12/2019,Commercial Paper,A1+,0.00 - 2.45,2.45
L&T Housing Finance 81-D 17/12/2019,Commercial Paper,A1+,0.00 - 2.45,2.45
Apollo Tyres 42-D 31/10/2019,Commercial Paper,A1+,0.00 - 1.97,1.97
Reliance Retail Ltd. 83-D 04/11/2019,Commercial Paper,A1+,0.00 - 1.97,1.97
Tata Cleantech Capital 177-D 27/12/2019,Commercial Paper,A1+,0.00 - 1.96,1.96
Motilal Oswal Financial 58-D 21/11/2019,Commercial Paper,A1+,0.00 - 1.96,1.96
National Bank Agr. Rur. Devp 2019,Commercial Paper,A1+,0.00 - 1.96,1.96
JM Financial Products 91-D 24/12/2019,Commercial Paper,A1+,0.00 - 1.94,1.94
7.95% PNB Housing Finance 2019,Debenture,AA+,0.00 - 1.88,1.88
Tata Capital Financial Services 91-D 11/10/2019,Commercial Paper,A1+,0.00 - 0.99,0.99
Tata Housing Devp. Co. 91-D 04/11/2019,Commercial Paper,A1+,0.00 - 0.99,0.99
572. Franklin India Liquid Fund - Unclaimed Plan
Bank of Baroda 2019,Certificate of Deposit,A1+,0.00 - 6.41,6.41
Reliance Jio Infocomm 79-D 13/12/2019,Commercial Paper,A1+,0.00 - 4.90,4.90
Tata Power Renewable Energy 87-D 13/12/2019,Commercial Paper,A1+,0.00 - 4.41,4.41
Reliance Retail Ltd. 71-D 05/11/2019,Commercial Paper,A1+,0.00 - 3.95,3.95
L&T Finance 76-D 04/11/2019,Commercial Paper,A1+,0.00 - 3.95,3.95
Birla Group Holdings 60-D 29/11/2019,Commercial Paper,A1+,0.00 - 3.91,3.91
7.44% PNB Housing Finance 2019,Bonds/NCDs,AA+,0.00 - 3.47,3.47
HPCL 30-D 25/10/2019,Commercial Paper,A1+,0.00 - 3.46,3.46
Reliance Retail Ltd. 63-D 11/10/2019,Commercial Paper,A1+,0.00 - 2.97,2.97
Tata Power 49-D 15/11/2019,Commercial Paper,A1+,0.00 - 2.95,2.95
L&T Infrastructre Finance 181-D 02/12/2019,Commercial Paper,A1+,0.00 - 2.95,2.95
L&T Housing Finance 180-D 27/11/2019,Commercial Paper,A1+,0.00 - 2.95,2.95
L&T Housing Finance 83-D 19/12/2019,Commercial Paper,A1+,0.00 - 2.94,2.94
Indian Oil Corp. 53-D 01/11/2019,Commercial Paper,A1+,0.00 - 2.72,2.72
Indian Oil Corp. 76-D 16/12/2019,Commercial Paper,A1+,0.00 - 2.45,2.45
L&T Housing Finance 81-D 17/12/2019,Commercial Paper,A1+,0.00 - 2.45,2.45
Apollo Tyres 42-D 31/10/2019,Commercial Paper,A1+,0.00 - 1.97,1.97
Reliance Retail Ltd. 83-D 04/11/2019,Commercial Paper,A1+,0.00 - 1.97,1.97
Tata Cleantech Capital 177-D 27/12/2019,Commercial Paper,A1+,0.00 - 1.96,1.96
Motilal Oswal Financial 58-D 21/11/2019,Commercial Paper,A1+,0.00 - 1.96,1.96
National Bank Agr. Rur. Devp 2019,Commercial Paper,A1+,0.00 - 1.96,1.96
JM Financial Products 91-D 24/12/2019,Commercial Paper,A1+,0.00 - 1.94,1.94
7.95% PNB Housing Finance 2019,Debenture,AA+,0.00 - 1.88,1.88
Tata Capital Financial Services 91-D 11/10/2019,Commercial Paper,A1+,0.00 - 0.99,0.99
Tata Housing Devp. Co. 91-D 04/11/2019,Commercial Paper,A1+,0.00 - 0.99,0.99
573. Franklin India Low Duration Fund
10.75% Greenko Clean Energy Projects 2020,Debenture,A+,3.10 - 5.05,5.05
Essel Infraprojects 2020,Structured Obligation,BBB-,0.00 - 4.70,4.15
9.4% Small Business Fincredit 2020,Debenture,A,0.00 - 4.14,4.14
8.96% Dolvi Minerals and Metals 2019,Debenture,A,0.85 - 3.84,3.84
9.6% Renew Power 2021,Debenture,A+,3.05 - 3.66,3.66
9.5% Piramal Capital & Housing Finance 2022,Debenture,AA,0.00 - 3.36,3.36
Ess Kay Fincorp 2023,Debenture,A,0.00 - 3.29,3.29
Tata Projects 299-D 22/06/2020,Commercial Paper,A1+,0.00 - 3.18,3.18
8.25% Vodafone Idea 2020,Bonds/Debentures,A,0.00 - 3.09,3.09
HDFC 363-D 13/02/2020,Commercial Paper,A1+,0.00 - 2.88,2.88
Renew Solar Power 2022,Debenture,A+,2.11 - 2.57,2.57
8.4% Edelweiss Rural & Corporate Services 2020,Debenture,AA,2.36 - 3.78,2.52
11.5% JM Fin Asset Reconstruction co 2022,Debenture,AA-,0.00 - 2.45,2.45
12.3% Sterlite Power Grid Ventures 2022,Debenture,A+,0.00 - 2.44,2.44
Tata Realty and Infrastructure 259-D 24/03/2020,Commercial Paper,A1+,0.00 - 2.44,2.44
10.9% Vodafone Idea 2023,Debenture,A,0.00 - 2.24,2.24
11.5% JM Fin Asset Reconstruction co 2022,Debenture,AA-,0.00 - 2.12,2.12
10.15% Uttar Pradesh Power Corporation 2021,Debenture,A+,1.54 - 1.85,1.85
8.9508% Pipeline Infrastructure 2024,Non Convertible Debenture,AAA,0.00 - 2.00,1.77
Shriram Transport Finance 2021,Non Convertible Debenture,AA+,0.00 - 1.68,1.68
Edelweiss Rural & Corporate Services 2021,Debenture,AA-,0.00 - 1.68,1.68
9.5% Piramal Capital & Housing Finance 2022,Debenture,AA,0.00 - 1.68,1.68
Indusind Bank 2019,Certificate of Deposit,A1+,0.00 - 3.41,1.66
9.23% Talwandi Sabo Power 2021,Debenture,AA,0.00 - 1.66,1.66
HDFC 352-D 28/02/2020,Commercial Paper,A1+,0.00 - 1.64,1.64
574. Franklin India Low Duration Fund - Direct Plan
10.75% Greenko Clean Energy Projects 2020,Debenture,A+,3.10 - 5.05,5.05
Essel Infraprojects 2020,Structured Obligation,BBB-,0.00 - 4.70,4.15
9.4% Small Business Fincredit 2020,Debenture,A,0.00 - 4.14,4.14
8.96% Dolvi Minerals and Metals 2019,Debenture,A,0.85 - 3.84,3.84
9.6% Renew Power 2021,Debenture,A+,3.05 - 3.66,3.66
9.5% Piramal Capital & Housing Finance 2022,Debenture,AA,0.00 - 3.36,3.36
Ess Kay Fincorp 2023,Debenture,A,0.00 - 3.29,3.29
Tata Projects 299-D 22/06/2020,Commercial Paper,A1+,0.00 - 3.18,3.18
8.25% Vodafone Idea 2020,Bonds/Debentures,A,0.00 - 3.09,3.09
HDFC 363-D 13/02/2020,Commercial Paper,A1+,0.00 - 2.88,2.88
Renew Solar Power 2022,Debenture,A+,2.11 - 2.57,2.57
8.4% Edelweiss Rural & Corporate Services 2020,Debenture,AA,2.36 - 3.78,2.52
11.5% JM Fin Asset Reconstruction co 2022,Debenture,AA-,0.00 - 2.45,2.45
12.3% Sterlite Power Grid Ventures 2022,Debenture,A+,0.00 - 2.44,2.44
Tata Realty and Infrastructure 259-D 24/03/2020,Commercial Paper,A1+,0.00 - 2.44,2.44
10.9% Vodafone Idea 2023,Debenture,A,0.00 - 2.24,2.24
11.5% JM Fin Asset Reconstruction co 2022,Debenture,AA-,0.00 - 2.12,2.12
10.15% Uttar Pradesh Power Corporation 2021,Debenture,A+,1.54 - 1.85,1.85
8.9508% Pipeline Infrastructure 2024,Non Convertible Debenture,AAA,0.00 - 2.00,1.77
Shriram Transport Finance 2021,Non Convertible Debenture,AA+,0.00 - 1.68,1.68
Edelweiss Rural & Corporate Services 2021,Debenture,AA-,0.00 - 1.68,1.68
9.5% Piramal Capital & Housing Finance 2022,Debenture,AA,0.00 - 1.68,1.68
Indusind Bank 2019,Certificate of Deposit,A1+,0.00 - 3.41,1.66
9.23% Talwandi Sabo Power 2021,Debenture,AA,0.00 - 1.66,1.66
HDFC 352-D 28/02/2020,Commercial Paper,A1+,0.00 - 1.64,1.64
577. Franklin India Savings Fund - Direct Plan
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 7.45,7.45
LIC Housing Fin. 344-D 28/05/2020,Commercial Paper,A1+,0.00 - 6.00,6.00
SIDBI 2020,Securitised Debt,A1+,0.00 - 4.71,4.71
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 4.64,4.64
Power Finance Corp. 360-D 06/03/2020,Commercial Paper,A1+,0.00 - 9.05,3.99
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 4.94,3.76
HDFC 358-D 10/07/2020,Commercial Paper,A1+,0.00 - 4.65,3.72
Fullerton India Credit 359-D 15/07/2020,Commercial Paper,A1+,0.00 - 4.61,3.69
HDFC Bank 2020,Certificate of Deposit,A1+,0.00 - 6.94,3.06
REC 365-D 04/03/2020,Commercial Paper,A1+,0.00 - 6.93,3.06
REC 274-D 07/02/2020,Commercial Paper,A1+,0.00 - 2.88,2.88
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 5.07,2.86
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 4.28,2.86
Sundaram Bnp Paribas Home Finance 234-D 28/02/2020,Commercial Paper,A1+,0.00 - 3.59,2.86
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 4.27,2.85
Axis Bank 2020,Securitised Debt,A1+,0.00 - 8.27,2.84
Rabo Bank India 2020,Certificate of Deposit,A1+,0.00 - 6.47,2.84
HSBC InvestDirect Financial Services India 197-D 27/02/2020,Commercial Paper,A1+,0.00 - 2.84,2.84
HDFC 351-D 13/08/2020,Commercial Paper,A1+,0.00 - 2.77,2.77
Can Fin Homes 357-D 26/12/2019,Commercial Paper,A1+,0.00 - 4.53,1.93
L&T Finance 364-D 10/01/2020,Commercial Paper,A1+,0.00 - 2.41,1.92
Cholamandalam Invest. & Fin. 364-D 04/03/2020,Commercial Paper,A1+,0.00 - 4.31,1.91
L&T Infrastructre Finance 363-D 20/02/2020,Commercial Paper,A1+,0.00 - 5.94,1.91
LIC Housing Fin. 312-D 24/03/2020,Commercial Paper,A1+,0.00 - 3.36,1.88
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 2.81,1.88
578. Franklin India Savings Fund - Institutional Plan
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 7.45,7.45
LIC Housing Fin. 344-D 28/05/2020,Commercial Paper,A1+,0.00 - 6.00,6.00
SIDBI 2020,Securitised Debt,A1+,0.00 - 4.71,4.71
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 4.64,4.64
Power Finance Corp. 360-D 06/03/2020,Commercial Paper,A1+,0.00 - 9.05,3.99
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 4.94,3.76
HDFC 358-D 10/07/2020,Commercial Paper,A1+,0.00 - 4.65,3.72
Fullerton India Credit 359-D 15/07/2020,Commercial Paper,A1+,0.00 - 4.61,3.69
HDFC Bank 2020,Certificate of Deposit,A1+,0.00 - 6.94,3.06
REC 365-D 04/03/2020,Commercial Paper,A1+,0.00 - 6.93,3.06
REC 274-D 07/02/2020,Commercial Paper,A1+,0.00 - 2.88,2.88
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 5.07,2.86
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 4.28,2.86
Sundaram Bnp Paribas Home Finance 234-D 28/02/2020,Commercial Paper,A1+,0.00 - 3.59,2.86
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 4.27,2.85
Axis Bank 2020,Securitised Debt,A1+,0.00 - 8.27,2.84
Rabo Bank India 2020,Certificate of Deposit,A1+,0.00 - 6.47,2.84
HSBC InvestDirect Financial Services India 197-D 27/02/2020,Commercial Paper,A1+,0.00 - 2.84,2.84
HDFC 351-D 13/08/2020,Commercial Paper,A1+,0.00 - 2.77,2.77
Can Fin Homes 357-D 26/12/2019,Commercial Paper,A1+,0.00 - 4.53,1.93
L&T Finance 364-D 10/01/2020,Commercial Paper,A1+,0.00 - 2.41,1.92
Cholamandalam Invest. & Fin. 364-D 04/03/2020,Commercial Paper,A1+,0.00 - 4.31,1.91
L&T Infrastructre Finance 363-D 20/02/2020,Commercial Paper,A1+,0.00 - 5.94,1.91
LIC Housing Fin. 312-D 24/03/2020,Commercial Paper,A1+,0.00 - 3.36,1.88
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 2.81,1.88
579. Franklin India Savings Fund - Retail Plan
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 7.45,7.45
LIC Housing Fin. 344-D 28/05/2020,Commercial Paper,A1+,0.00 - 6.00,6.00
SIDBI 2020,Securitised Debt,A1+,0.00 - 4.71,4.71
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 4.64,4.64
Power Finance Corp. 360-D 06/03/2020,Commercial Paper,A1+,0.00 - 9.05,3.99
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 4.94,3.76
HDFC 358-D 10/07/2020,Commercial Paper,A1+,0.00 - 4.65,3.72
Fullerton India Credit 359-D 15/07/2020,Commercial Paper,A1+,0.00 - 4.61,3.69
HDFC Bank 2020,Certificate of Deposit,A1+,0.00 - 6.94,3.06
REC 365-D 04/03/2020,Commercial Paper,A1+,0.00 - 6.93,3.06
REC 274-D 07/02/2020,Commercial Paper,A1+,0.00 - 2.88,2.88
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 5.07,2.86
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 4.28,2.86
Sundaram Bnp Paribas Home Finance 234-D 28/02/2020,Commercial Paper,A1+,0.00 - 3.59,2.86
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 4.27,2.85
Axis Bank 2020,Securitised Debt,A1+,0.00 - 8.27,2.84
Rabo Bank India 2020,Certificate of Deposit,A1+,0.00 - 6.47,2.84
HSBC InvestDirect Financial Services India 197-D 27/02/2020,Commercial Paper,A1+,0.00 - 2.84,2.84
HDFC 351-D 13/08/2020,Commercial Paper,A1+,0.00 - 2.77,2.77
Can Fin Homes 357-D 26/12/2019,Commercial Paper,A1+,0.00 - 4.53,1.93
L&T Finance 364-D 10/01/2020,Commercial Paper,A1+,0.00 - 2.41,1.92
Cholamandalam Invest. & Fin. 364-D 04/03/2020,Commercial Paper,A1+,0.00 - 4.31,1.91
L&T Infrastructre Finance 363-D 20/02/2020,Commercial Paper,A1+,0.00 - 5.94,1.91
LIC Housing Fin. 312-D 24/03/2020,Commercial Paper,A1+,0.00 - 3.36,1.88
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 2.81,1.88
580. Franklin India Short Term Income Plan - Direct Plan
8.9508% Pipeline Infrastructure 2024,Non Convertible Debenture,AAA,0.00 - 7.36,5.93
10.25% Shriram Transport Finance 2024,Debenture,AA+,0.00 - 6.00,5.25
Adani Rail Infra 2023,Debenture,AA-,3.90 - 4.38,4.16
10.9% Vodafone Idea 2023,Debenture,A,0.00 - 3.65,3.54
9.5% Piramal Capital & Housing Finance 2022,Debenture,AA,0.00 - 2.80,2.80
11.9% Rishanth Wholesale Trading 2023,Debenture,A,2.64 - 3.04,2.70
8.96% Dolvi Minerals and Metals 2019,Debenture,A,2.39 - 3.35,2.54
9.1% Power Finance Corp. 2029,Non Convertible Debenture,AAA,0.00 - 3.41,2.50
11.5% SD Corporation 2022,Debenture,AA,0.00 - 2.38,2.38
9.5% Yes Bank,Bonds,A-,0.00 - 2.41,2.35
8.7% Edelweiss Agri Value Chain 2027,Debenture,AA-,0.00 - 2.29,2.29
Edelweiss Rural & Corporate Services 2021,Debenture,AA,0.00 - 2.34,2.14
Piramal Enterprises 2020,Debenture,AA,0.00 - 2.32,2.07
8.85% Power Finance Corp. 2029,Bonds/NCDs,AAA,0.00 - 1.96,1.96
Piramal Enterprises 2020,Debenture,AA,0.00 - 2.09,1.92
Renew Power 2025,Debenture,A+,1.85 - 2.10,1.85
10.32% Andhra Pradesh Capital Region Development Authority 2025,Debenture,A+,1.66 - 2.16,1.66
10.32% Andhra Pradesh Capital Region Development Authority 2024,Debenture,A+,1.61 - 2.16,1.61
12.3% Sterlite Power Grid Ventures 2022,Debenture,A+,0.00 - 1.61,1.61
9.2% Andhra Bank,Bonds/Debentures,AA-,1.58 - 1.77,1.58
Essel Infraprojects 2020,Structured Obligation,BBB-,0.00 - 1.53,1.26
Pri-Media Services 2020,Structured Obligation,BBB-,0.00 - 0.83,1.21
9.6% Narmada Wind Energy Pvt. 2023,Debenture,A+,1.13 - 1.36,1.13
10.25% Star Health & Allied Insurance 2024,Debenture,A,0.00 - 1.16,1.09
Vivriti Capital 2021,Debenture,A-,0.00 - 1.07,1.06
581. Franklin India Short Term Income Plan - Institutional Plan
8.9508% Pipeline Infrastructure 2024,Non Convertible Debenture,AAA,0.00 - 7.36,5.93
10.25% Shriram Transport Finance 2024,Debenture,AA+,0.00 - 6.00,5.25
Adani Rail Infra 2023,Debenture,AA-,3.90 - 4.38,4.16
10.9% Vodafone Idea 2023,Debenture,A,0.00 - 3.65,3.54
9.5% Piramal Capital & Housing Finance 2022,Debenture,AA,0.00 - 2.80,2.80
11.9% Rishanth Wholesale Trading 2023,Debenture,A,2.64 - 3.04,2.70
8.96% Dolvi Minerals and Metals 2019,Debenture,A,2.39 - 3.35,2.54
9.1% Power Finance Corp. 2029,Non Convertible Debenture,AAA,0.00 - 3.41,2.50
11.5% SD Corporation 2022,Debenture,AA,0.00 - 2.38,2.38
9.5% Yes Bank,Bonds,A-,0.00 - 2.41,2.35
8.7% Edelweiss Agri Value Chain 2027,Debenture,AA-,0.00 - 2.29,2.29
Edelweiss Rural & Corporate Services 2021,Debenture,AA,0.00 - 2.34,2.14
Piramal Enterprises 2020,Debenture,AA,0.00 - 2.32,2.07
8.85% Power Finance Corp. 2029,Bonds/NCDs,AAA,0.00 - 1.96,1.96
Piramal Enterprises 2020,Debenture,AA,0.00 - 2.09,1.92
Renew Power 2025,Debenture,A+,1.85 - 2.10,1.85
10.32% Andhra Pradesh Capital Region Development Authority 2025,Debenture,A+,1.66 - 2.16,1.66
10.32% Andhra Pradesh Capital Region Development Authority 2024,Debenture,A+,1.61 - 2.16,1.61
12.3% Sterlite Power Grid Ventures 2022,Debenture,A+,0.00 - 1.61,1.61
9.2% Andhra Bank,Bonds/Debentures,AA-,1.58 - 1.77,1.58
Essel Infraprojects 2020,Structured Obligation,BBB-,0.00 - 1.53,1.26
Pri-Media Services 2020,Structured Obligation,BBB-,0.00 - 0.83,1.21
9.6% Narmada Wind Energy Pvt. 2023,Debenture,A+,1.13 - 1.36,1.13
10.25% Star Health & Allied Insurance 2024,Debenture,A,0.00 - 1.16,1.09
Vivriti Capital 2021,Debenture,A-,0.00 - 1.07,1.06
582. Franklin India Short Term Income Plan - Retail Plan
8.9508% Pipeline Infrastructure 2024,Non Convertible Debenture,AAA,0.00 - 7.36,5.93
10.25% Shriram Transport Finance 2024,Debenture,AA+,0.00 - 6.00,5.25
Adani Rail Infra 2023,Debenture,AA-,3.90 - 4.38,4.16
10.9% Vodafone Idea 2023,Debenture,A,0.00 - 3.65,3.54
9.5% Piramal Capital & Housing Finance 2022,Debenture,AA,0.00 - 2.80,2.80
11.9% Rishanth Wholesale Trading 2023,Debenture,A,2.64 - 3.04,2.70
8.96% Dolvi Minerals and Metals 2019,Debenture,A,2.39 - 3.35,2.54
9.1% Power Finance Corp. 2029,Non Convertible Debenture,AAA,0.00 - 3.41,2.50
11.5% SD Corporation 2022,Debenture,AA,0.00 - 2.38,2.38
9.5% Yes Bank,Bonds,A-,0.00 - 2.41,2.35
8.7% Edelweiss Agri Value Chain 2027,Debenture,AA-,0.00 - 2.29,2.29
Edelweiss Rural & Corporate Services 2021,Debenture,AA,0.00 - 2.34,2.14
Piramal Enterprises 2020,Debenture,AA,0.00 - 2.32,2.07
8.85% Power Finance Corp. 2029,Bonds/NCDs,AAA,0.00 - 1.96,1.96
Piramal Enterprises 2020,Debenture,AA,0.00 - 2.09,1.92
Renew Power 2025,Debenture,A+,1.85 - 2.10,1.85
10.32% Andhra Pradesh Capital Region Development Authority 2025,Debenture,A+,1.66 - 2.16,1.66
10.32% Andhra Pradesh Capital Region Development Authority 2024,Debenture,A+,1.61 - 2.16,1.61
12.3% Sterlite Power Grid Ventures 2022,Debenture,A+,0.00 - 1.61,1.61
9.2% Andhra Bank,Bonds/Debentures,AA-,1.58 - 1.77,1.58
Essel Infraprojects 2020,Structured Obligation,BBB-,0.00 - 1.53,1.26
Pri-Media Services 2020,Structured Obligation,BBB-,0.00 - 0.83,1.21
9.6% Narmada Wind Energy Pvt. 2023,Debenture,A+,1.13 - 1.36,1.13
10.25% Star Health & Allied Insurance 2024,Debenture,A,0.00 - 1.16,1.09
Vivriti Capital 2021,Debenture,A-,0.00 - 1.07,1.06
583. Franklin India Ultra Short Bond Fund - Institutional Plan
9.45% Vedanta 2020,Debenture,AA,0.00 - 3.98,3.92
8.25% Vodafone Idea 2020,Bonds/Debentures,A,0.00 - 3.82,3.69
8.96% Dolvi Minerals and Metals 2019,Debenture,A,0.73 - 3.55,3.51
9.6% Renew Power 2021,Debenture,A+,3.32 - 4.57,3.35
JM Financial Credit Solutions 2024,Debenture,AA,0.00 - 2.73,2.68
REC 274-D 07/02/2020,Commercial Paper,A1+,0.00 - 2.37,2.31
9% Indostar Capital Finance 2023,Debenture,AA-,2.19 - 3.00,2.19
8.25% Bharti Airtel 2020,Non Convertible Debenture,AA,0.00 - 1.98,1.98
Indostar Capital Finance 2021,Debenture,AA-,0.00 - 2.30,1.94
Edelweiss Rural & Corporate Services 2021,Debenture,AA-,0.00 - 1.91,1.86
Edelweiss Rural & Corporate Services 2021,Debenture,AA,0.00 - 4.43,1.80
9.6% Piramal Realty 2020,Debenture,A+,0.00 - 1.77,1.74
9.6% Aasan Corporate Solutions 2019,Debenture,A+,0.00 - 1.75,1.72
DLF Home Developers Ltd 88-D 27/12/2019,Commercial Paper,A1,0.00 - 1.70,1.70
12.25% Greenko Wind Projects 2019,Debenture,A+,1.18 - 2.21,1.59
Bharti Telecom 2021,Zero Coupon Bonds,AA+,0.00 - 1.36,1.34
8.1% Shriram Transport Finance 2020,Non Convertible Debenture,AA+,0.00 - 1.25,1.24
Northern ARC Capital 2021,Debenture,A+,0.40 - 0.57,1.22
9.6% Aasan Corporate Solutions 2019,Debenture,A+,0.00 - 1.19,1.17
Clix Capital Services 2023,Debenture,AA-,1.17 - 1.60,1.17
10.15% Uttar Pradesh Power Corporation 2021,Debenture,A+,0.76 - 1.17,1.11
Hero Solar Energy 2022,Debenture,A+,0.00 - 1.11,1.10
L&T Housing Finance 364-D 14/01/2020,Commercial Paper,A1+,0.00 - 1.29,1.10
Tata Realty and Infrastructure 2021,Debenture,AA,0.00 - 1.03,1.02
9.75% Uttar Pradesh Power Corporation 2020,Debenture,A+,0.40 - 1.05,1.01
584. Franklin India Ultra Short Bond Fund - Retail Plan
9.45% Vedanta 2020,Debenture,AA,0.00 - 3.98,3.92
8.25% Vodafone Idea 2020,Bonds/Debentures,A,0.00 - 3.82,3.69
8.96% Dolvi Minerals and Metals 2019,Debenture,A,0.73 - 3.55,3.51
9.6% Renew Power 2021,Debenture,A+,3.32 - 4.57,3.35
JM Financial Credit Solutions 2024,Debenture,AA,0.00 - 2.73,2.68
REC 274-D 07/02/2020,Commercial Paper,A1+,0.00 - 2.37,2.31
9% Indostar Capital Finance 2023,Debenture,AA-,2.19 - 3.00,2.19
8.25% Bharti Airtel 2020,Non Convertible Debenture,AA,0.00 - 1.98,1.98
Indostar Capital Finance 2021,Debenture,AA-,0.00 - 2.30,1.94
Edelweiss Rural & Corporate Services 2021,Debenture,AA-,0.00 - 1.91,1.86
Edelweiss Rural & Corporate Services 2021,Debenture,AA,0.00 - 4.43,1.80
9.6% Piramal Realty 2020,Debenture,A+,0.00 - 1.77,1.74
9.6% Aasan Corporate Solutions 2019,Debenture,A+,0.00 - 1.75,1.72
DLF Home Developers Ltd 88-D 27/12/2019,Commercial Paper,A1,0.00 - 1.70,1.70
12.25% Greenko Wind Projects 2019,Debenture,A+,1.18 - 2.21,1.59
Bharti Telecom 2021,Zero Coupon Bonds,AA+,0.00 - 1.36,1.34
8.1% Shriram Transport Finance 2020,Non Convertible Debenture,AA+,0.00 - 1.25,1.24
Northern ARC Capital 2021,Debenture,A+,0.40 - 0.57,1.22
9.6% Aasan Corporate Solutions 2019,Debenture,A+,0.00 - 1.19,1.17
Clix Capital Services 2023,Debenture,AA-,1.17 - 1.60,1.17
10.15% Uttar Pradesh Power Corporation 2021,Debenture,A+,0.76 - 1.17,1.11
Hero Solar Energy 2022,Debenture,A+,0.00 - 1.11,1.10
L&T Housing Finance 364-D 14/01/2020,Commercial Paper,A1+,0.00 - 1.29,1.10
Tata Realty and Infrastructure 2021,Debenture,AA,0.00 - 1.03,1.02
9.75% Uttar Pradesh Power Corporation 2020,Debenture,A+,0.40 - 1.05,1.01
585. Franklin India Ultra Short Bond Fund - Super Institutional Plan
9.45% Vedanta 2020,Debenture,AA,0.00 - 3.98,3.92
8.25% Vodafone Idea 2020,Bonds/Debentures,A,0.00 - 3.82,3.69
8.96% Dolvi Minerals and Metals 2019,Debenture,A,0.73 - 3.55,3.51
9.6% Renew Power 2021,Debenture,A+,3.32 - 4.57,3.35
JM Financial Credit Solutions 2024,Debenture,AA,0.00 - 2.73,2.68
REC 274-D 07/02/2020,Commercial Paper,A1+,0.00 - 2.37,2.31
9% Indostar Capital Finance 2023,Debenture,AA-,2.19 - 3.00,2.19
8.25% Bharti Airtel 2020,Non Convertible Debenture,AA,0.00 - 1.98,1.98
Indostar Capital Finance 2021,Debenture,AA-,0.00 - 2.30,1.94
Edelweiss Rural & Corporate Services 2021,Debenture,AA-,0.00 - 1.91,1.86
Edelweiss Rural & Corporate Services 2021,Debenture,AA,0.00 - 4.43,1.80
9.6% Piramal Realty 2020,Debenture,A+,0.00 - 1.77,1.74
9.6% Aasan Corporate Solutions 2019,Debenture,A+,0.00 - 1.75,1.72
DLF Home Developers Ltd 88-D 27/12/2019,Commercial Paper,A1,0.00 - 1.70,1.70
12.25% Greenko Wind Projects 2019,Debenture,A+,1.18 - 2.21,1.59
Bharti Telecom 2021,Zero Coupon Bonds,AA+,0.00 - 1.36,1.34
8.1% Shriram Transport Finance 2020,Non Convertible Debenture,AA+,0.00 - 1.25,1.24
