Company,Instrument,Credit Rating,1Y Range,% Assets
Sintex-BAPL 2021,Debenture,D,0.00 - 0.00,0.00
Sintex-BAPL 2022,Debenture,D,0.00 - 0.00,0.00
346. BOI AXA Mid & Small Cap Equity & Debt Fund - Direct Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 8.40,8.40
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 4.17,4.05
HDFC 362-D 02/03/2020,Commercial Paper,A1+,0.00 - 2.82,2.74
8.58% Aadhar Housing Finance 2020,Structured Obligation,AA,0.00 - 2.85,1.66
8.35% REC 2022,Debenture,AAA,0.00 - 1.49,1.43
Kotak Mahindra Bank 2019,Certificate of Deposit,A1+,0.00 - 1.39,1.39
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 1.10,1.10
Sintex-BAPL 2020,Debenture,D,0.00 - 0.00,0.00
Sintex-BAPL 2021,Debenture,D,0.00 - 0.00,0.00
Sintex-BAPL 2022,Debenture,D,0.00 - 0.00,0.00
347. BOI AXA Mid & Small Cap Equity & Debt Fund - Regular Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 8.40,8.40
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 4.17,4.05
HDFC 362-D 02/03/2020,Commercial Paper,A1+,0.00 - 2.82,2.74
8.58% Aadhar Housing Finance 2020,Structured Obligation,AA,0.00 - 2.85,1.66
8.35% REC 2022,Debenture,AAA,0.00 - 1.49,1.43
Kotak Mahindra Bank 2019,Certificate of Deposit,A1+,0.00 - 1.39,1.39
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 1.10,1.10
Sintex-BAPL 2020,Debenture,D,0.00 - 0.00,0.00
Sintex-BAPL 2021,Debenture,D,0.00 - 0.00,0.00
Sintex-BAPL 2022,Debenture,D,0.00 - 0.00,0.00
352. Canara Robeco Capital Protection Oriented Fund Series 10 - Direct Plan
8.21% Haryana State 2022,State Development Loan,SOV,18.44 - 19.02,18.44
Bajaj Finance 2022,Zero Coupon Bonds,AAA,9.80 - 10.09,9.99
Bajaj Housing Finance 2022,Debenture,AAA,9.34 - 9.56,9.51
8.3% Reliance Industries 2022,Debenture,AAA,8.56 - 8.85,8.56
7.95% LIC Housing Fin. 2022,Bonds,AAA,8.47 - 8.70,8.47
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,8.07 - 8.37,8.07
8.49% Punjab State 2022,State Development Loan,SOV,6.96 - 7.18,6.96
8.58% HDFC 2022,Debenture,AAA,5.73 - 5.90,5.73
8.18% Power Finance Corp. 2022,Debenture,AAA,2.84 - 2.93,2.84
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0.00
353. Canara Robeco Capital Protection Oriented Fund Series 10 - Regular Plan
8.21% Haryana State 2022,State Development Loan,SOV,18.44 - 19.02,18.44
Bajaj Finance 2022,Zero Coupon Bonds,AAA,9.80 - 10.09,9.99
Bajaj Housing Finance 2022,Debenture,AAA,9.34 - 9.56,9.51
8.3% Reliance Industries 2022,Debenture,AAA,8.56 - 8.85,8.56
7.95% LIC Housing Fin. 2022,Bonds,AAA,8.47 - 8.70,8.47
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,8.07 - 8.37,8.07
8.49% Punjab State 2022,State Development Loan,SOV,6.96 - 7.18,6.96
8.58% HDFC 2022,Debenture,AAA,5.73 - 5.90,5.73
8.18% Power Finance Corp. 2022,Debenture,AAA,2.84 - 2.93,2.84
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0.00
354. Canara Robeco Capital Protection Oriented Fund Series 8 - Direct Plan
8.39% Rajasthan State 2020,State Development Loan,SOV,8.85 - 9.57,8.85
7.8409% Bajaj Finance 2020,Debenture,AAA,7.71 - 8.14,7.71
7.6% HDFC 2020,Debenture,AAA,7.69 - 8.12,7.69
7.7701% M&M Financial Services 2020,Debenture,AAA,7.67 - 8.09,7.67
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,6.64 - 7.10,6.64
7.25% SIDBI 2020,Bonds,AAA,5.49 - 5.83,5.49
7.83% HDB Financial Services 2020,Debenture,AAA,4.95 - 5.23,4.95
7.3% Power Finance Corp. 2020,Debenture,AAA,4.39 - 4.65,4.39
7.98% LIC Housing Fin. 2020,Debenture,AAA,3.85 - 4.09,3.85
7.42% Power Finance Corp. 2020,Debenture,AAA,3.84 - 4.08,3.84
7.42% REC 2020,Bonds,AAA,2.75 - 2.92,2.75
7.2% IRFC 2020,Bonds,AAA,1.68 - 2.79,2.75
7.74% LIC Housing Fin. 2020,Debenture,AAA,2.75 - 2.91,2.75
8.4% Uttar Pradesh State 2020,State Development Loan,SOV,2.21 - 2.39,2.21
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,1.66 - 1.78,1.66
6.83% REC 2020,Debenture,AAA,1.64 - 1.73,1.64
9.64% Power Grid Corporation 2020,Bonds,AAA,1.12 - 1.21,1.12
8.6% LIC Housing Fin. 2020,Debenture,AAA,1.11 - 1.18,1.11
8.51% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 1.14,1.11
7.6% Bajaj Finance 2020,Debenture,AAA,1.10 - 1.16,1.10
8.87% REC 2020,Bonds,AAA,1.10 - 1.19,1.10
8.4% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 0.57,0.55
8.65% REC 2020,Bonds,AAA,0.17 - 0.18,0.17
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0.00
355. Canara Robeco Capital Protection Oriented Fund Series 8 - Regular Plan
8.39% Rajasthan State 2020,State Development Loan,SOV,8.85 - 9.57,8.85
7.8409% Bajaj Finance 2020,Debenture,AAA,7.71 - 8.14,7.71
7.6% HDFC 2020,Debenture,AAA,7.69 - 8.12,7.69
7.7701% M&M Financial Services 2020,Debenture,AAA,7.67 - 8.09,7.67
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,6.64 - 7.10,6.64
7.25% SIDBI 2020,Bonds,AAA,5.49 - 5.83,5.49
7.83% HDB Financial Services 2020,Debenture,AAA,4.95 - 5.23,4.95
7.3% Power Finance Corp. 2020,Debenture,AAA,4.39 - 4.65,4.39
7.98% LIC Housing Fin. 2020,Debenture,AAA,3.85 - 4.09,3.85
7.42% Power Finance Corp. 2020,Debenture,AAA,3.84 - 4.08,3.84
7.42% REC 2020,Bonds,AAA,2.75 - 2.92,2.75
7.2% IRFC 2020,Bonds,AAA,1.68 - 2.79,2.75
7.74% LIC Housing Fin. 2020,Debenture,AAA,2.75 - 2.91,2.75
8.4% Uttar Pradesh State 2020,State Development Loan,SOV,2.21 - 2.39,2.21
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,1.66 - 1.78,1.66
6.83% REC 2020,Debenture,AAA,1.64 - 1.73,1.64
9.64% Power Grid Corporation 2020,Bonds,AAA,1.12 - 1.21,1.12
8.6% LIC Housing Fin. 2020,Debenture,AAA,1.11 - 1.18,1.11
8.51% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 1.14,1.11
7.6% Bajaj Finance 2020,Debenture,AAA,1.10 - 1.16,1.10
8.87% REC 2020,Bonds,AAA,1.10 - 1.19,1.10
8.4% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 0.57,0.55
8.65% REC 2020,Bonds,AAA,0.17 - 0.18,0.17
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0.00
356. Canara Robeco Capital Protection Oriented Fund Series 9 - Direct Plan
Kotak Mahindra Prime 2021,Debenture,AAA,9.96 - 10.18,10.16
HDB Financial Services 2021,Debenture,AAA,9.79 - 10.01,9.99
7.65% IRFC 2021,Debenture,AAA,8.30 - 8.83,8.30
7.7% REC 2021,Bonds/NCDs,AAA,8.23 - 8.82,8.23
7.73% Power Finance Corp. 2021,Non Convertible Debenture,AAA,7.33 - 7.83,7.33
M&M Financial Services 2021,Debenture,AAA,5.07 - 5.18,5.15
8.39% Rajasthan State 2021,State Development Loan,SOV,4.81 - 5.18,4.81
8.43% Uttar Pradesh State 2021,State Development Loan,SOV,4.68 - 5.03,4.68
8.33% NTPC 2021,Bonds/NCDs,AAA,4.65 - 4.97,4.65
8.75% LIC Housing Fin. 2021,Debenture,AAA,4.64 - 4.96,4.64
8.21% Rajasthan State 2021,State Development Loan,SOV,3.18 - 3.41,3.18
8.51% Uttar Pradesh State 2021,State Development Loan,SOV,2.81 - 3.03,2.81
8.75% HDFC 2021,Debenture,AAA,0.00 - 2.84,2.78
7.88% LIC Housing Fin. 2021,Bonds/NCDs,AAA,2.75 - 2.93,2.75
LIC Housing Fin. 2021,Debenture,AAA,1.64 - 1.68,1.67
7.73% Power Finance Corp. 2021,Debenture,AAA,0.92 - 0.98,0.92
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0.00
357. Canara Robeco Capital Protection Oriented Fund Series 9 - Regular Plan
Kotak Mahindra Prime 2021,Debenture,AAA,9.96 - 10.18,10.16
HDB Financial Services 2021,Debenture,AAA,9.79 - 10.01,9.99
7.65% IRFC 2021,Debenture,AAA,8.30 - 8.83,8.30
7.7% REC 2021,Bonds/NCDs,AAA,8.23 - 8.82,8.23
7.73% Power Finance Corp. 2021,Non Convertible Debenture,AAA,7.33 - 7.83,7.33
M&M Financial Services 2021,Debenture,AAA,5.07 - 5.18,5.15
8.39% Rajasthan State 2021,State Development Loan,SOV,4.81 - 5.18,4.81
8.43% Uttar Pradesh State 2021,State Development Loan,SOV,4.68 - 5.03,4.68
8.33% NTPC 2021,Bonds/NCDs,AAA,4.65 - 4.97,4.65
8.75% LIC Housing Fin. 2021,Debenture,AAA,4.64 - 4.96,4.64
8.21% Rajasthan State 2021,State Development Loan,SOV,3.18 - 3.41,3.18
8.51% Uttar Pradesh State 2021,State Development Loan,SOV,2.81 - 3.03,2.81
8.75% HDFC 2021,Debenture,AAA,0.00 - 2.84,2.78
7.88% LIC Housing Fin. 2021,Bonds/NCDs,AAA,2.75 - 2.93,2.75
LIC Housing Fin. 2021,Debenture,AAA,1.64 - 1.68,1.67
7.73% Power Finance Corp. 2021,Debenture,AAA,0.92 - 0.98,0.92
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0.00
358. Canara Robeco Conservative Hybrid Fund - Direct Plan
8.8% LIC Housing Fin. 2029,Debenture,AAA,0.00 - 8.09,7.70
8.35% IRFC 2029,Debenture,AAA,0.00 - 5.44,5.12
7.93% NTPC 2022,Non Convertible Debenture,AAA,0.00 - 5.25,5.01
7.99% HDFC 2024,Debenture,AAA,0.00 - 5.15,4.95
7.5% Power Finance Corp. 2021,Debenture,AAA,4.66 - 5.11,4.91
7.45% REC 2022,Non Convertible Debenture,AAA,4.61 - 5.06,4.88
7.6% Aditya Birla Finance 2020,Debenture,AAA,0.00 - 5.11,4.88
7% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 5.06,4.85
8.49% Punjab State 2022,State Development Loan,SOV,0.00 - 4.25,4.06
8.95% Reliance Industries 2028,Debenture,AAA,0.00 - 2.73,2.59
7.4% Power Finance Corp. 2021,Bonds,AAA,2.32 - 2.55,2.45
7.57% GOI 2033,GOI Securities,SOV,0.00 - 5.32,0.77
7.72% GOI 2055,GOI Securities,SOV,0.00 - 0.00,0.00
359. Canara Robeco Conservative Hybrid Fund - Regular Plan
8.8% LIC Housing Fin. 2029,Debenture,AAA,0.00 - 8.09,7.70
8.35% IRFC 2029,Debenture,AAA,0.00 - 5.44,5.12
7.93% NTPC 2022,Non Convertible Debenture,AAA,0.00 - 5.25,5.01
7.99% HDFC 2024,Debenture,AAA,0.00 - 5.15,4.95
7.5% Power Finance Corp. 2021,Debenture,AAA,4.66 - 5.11,4.91
7.45% REC 2022,Non Convertible Debenture,AAA,4.61 - 5.06,4.88
7.6% Aditya Birla Finance 2020,Debenture,AAA,0.00 - 5.11,4.88
7% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 5.06,4.85
8.49% Punjab State 2022,State Development Loan,SOV,0.00 - 4.25,4.06
8.95% Reliance Industries 2028,Debenture,AAA,0.00 - 2.73,2.59
7.4% Power Finance Corp. 2021,Bonds,AAA,2.32 - 2.55,2.45
7.57% GOI 2033,GOI Securities,SOV,0.00 - 5.32,0.77
7.72% GOI 2055,GOI Securities,SOV,0.00 - 0.00,0.00
362. Canara Robeco Dual Advantage Fund Series 1 - Direct Plan
Sundaram Finance 2021,Debenture,AAA,9.42 - 9.78,9.69
8.3873% Indiabulls Housing Finance 2021,Non Convertible Debenture,AA+,0.00 - 8.24,7.63
7.73% REC 2021,Debenture,AAA,7.32 - 7.86,7.33
7.532% M&M Financial Services 2020,Non Convertible Debenture,AAA,7.27 - 7.76,7.27
7.65% SIDBI 2021,Debenture,AAA,3.94 - 5.28,5.16
7.93% Power Grid Corporation 2021,Bonds,AAA,4.95 - 5.27,4.95
7.65% IRFC 2021,Debenture,AAA,4.93 - 5.26,4.93
8.71% HDB Financial Services 2021,Bonds/NCDs,AAA,0.00 - 3.72,3.72
8.5% LIC Housing Fin. 2021,Debenture,AAA,0.00 - 3.70,3.70
8.1352% Bajaj Housing Finance 2021,Debenture,AAA,3.68 - 3.92,3.68
8.75% HDFC 2021,Debenture,AAA,2.23 - 2.39,2.23
9.64% Power Grid Corporation 2021,Bonds,AAA,1.27 - 1.37,1.27
8.1% NTPC 2021,Bonds,AAA,1.24 - 1.32,1.24
7.18% REC 2021,Debenture,AAA,1.21 - 1.29,1.21
363. Canara Robeco Dual Advantage Fund Series 1 - Regular Plan
Sundaram Finance 2021,Debenture,AAA,9.42 - 9.78,9.69
8.3873% Indiabulls Housing Finance 2021,Non Convertible Debenture,AA+,0.00 - 8.24,7.63
7.73% REC 2021,Debenture,AAA,7.32 - 7.86,7.33
7.532% M&M Financial Services 2020,Non Convertible Debenture,AAA,7.27 - 7.76,7.27
7.65% SIDBI 2021,Debenture,AAA,3.94 - 5.28,5.16
7.93% Power Grid Corporation 2021,Bonds,AAA,4.95 - 5.27,4.95
7.65% IRFC 2021,Debenture,AAA,4.93 - 5.26,4.93
8.71% HDB Financial Services 2021,Bonds/NCDs,AAA,0.00 - 3.72,3.72
8.5% LIC Housing Fin. 2021,Debenture,AAA,0.00 - 3.70,3.70
8.1352% Bajaj Housing Finance 2021,Debenture,AAA,3.68 - 3.92,3.68
8.75% HDFC 2021,Debenture,AAA,2.23 - 2.39,2.23
9.64% Power Grid Corporation 2021,Bonds,AAA,1.27 - 1.37,1.27
8.1% NTPC 2021,Bonds,AAA,1.24 - 1.32,1.24
7.18% REC 2021,Debenture,AAA,1.21 - 1.29,1.21
366. Canara Robeco Equity Hybrid Fund - Direct Plan
8.65% Reliance Industries 2028,Non Convertible Debenture,AAA,0.00 - 1.25,1.25
7.4% Power Finance Corp. 2021,Bonds,AAA,0.00 - 1.32,1.21
8.8% REC 2020,Bonds,AAA,0.00 - 1.13,1.02
8.5% HDFC 2020,Debenture,AAA,0.00 - 1.08,1.02
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 1.06,1.00
7.99% HDFC 2024,Debenture,AAA,0.00 - 0.86,0.81
8.35% IRFC 2029,Debenture,AAA,0.00 - 0.73,0.67
8.4% IRFC 2029,Debenture,AAA,0.00 - 0.68,0.63
6.84% GOI 2022,GOI Securities,SOV,0.00 - 1.58,0.62
7.65% SIDBI 2021,Debenture,AAA,0.00 - 0.67,0.61
7.69% National Bank Agr. Rur. Devp 2024,Non Convertible Debenture,AAA,0.00 - 0.65,0.61
7% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 0.65,0.60
7.75% LIC Housing Fin. 2024,Debenture,AAA,0.00 - 0.60,0.60
7.45% REC 2022,Non Convertible Debenture,AAA,0.00 - 0.66,0.60
7.5% Power Finance Corp. 2021,Debenture,AAA,0.00 - 0.66,0.60
Sundaram Finance 2021,Debenture,AAA,0.00 - 0.58,0.54
8.22% National Bank Agr. Rur. Devp 2028,Debenture,AAA,0.00 - 0.54,0.47
8.8% LIC Housing Fin. 2029,Debenture,AAA,0.00 - 0.46,0.42
7.4% GOI 2035,Central Government Loan,SOV,0.00 - 0.89,0.41
8.33% LIC Housing Fin. 2024,Non Convertible Debenture,AAA,0.00 - 0.44,0.41
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.00 - 0.44,0.40
Reserve Bank of India 364-D 20/08/2020,Treasury Bills,SOV,0.00 - 0.38,0.38
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 0.31,0.28
7.47% Power Finance Corp. 2021,Bonds,AAA,0.00 - 0.30,0.28
8.15% GOI 2026,Central Government Loan,SOV,0.22 - 0.29,0.22
367. Canara Robeco Equity Hybrid Fund - Regular Plan
8.65% Reliance Industries 2028,Non Convertible Debenture,AAA,0.00 - 1.25,1.25
7.4% Power Finance Corp. 2021,Bonds,AAA,0.00 - 1.32,1.21
8.8% REC 2020,Bonds,AAA,0.00 - 1.13,1.02
8.5% HDFC 2020,Debenture,AAA,0.00 - 1.08,1.02
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 1.06,1.00
7.99% HDFC 2024,Debenture,AAA,0.00 - 0.86,0.81
8.35% IRFC 2029,Debenture,AAA,0.00 - 0.73,0.67
8.4% IRFC 2029,Debenture,AAA,0.00 - 0.68,0.63
6.84% GOI 2022,GOI Securities,SOV,0.00 - 1.58,0.62
7.65% SIDBI 2021,Debenture,AAA,0.00 - 0.67,0.61
7.69% National Bank Agr. Rur. Devp 2024,Non Convertible Debenture,AAA,0.00 - 0.65,0.61
7% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 0.65,0.60
7.75% LIC Housing Fin. 2024,Debenture,AAA,0.00 - 0.60,0.60
7.45% REC 2022,Non Convertible Debenture,AAA,0.00 - 0.66,0.60
7.5% Power Finance Corp. 2021,Debenture,AAA,0.00 - 0.66,0.60
Sundaram Finance 2021,Debenture,AAA,0.00 - 0.58,0.54
8.22% National Bank Agr. Rur. Devp 2028,Debenture,AAA,0.00 - 0.54,0.47
8.8% LIC Housing Fin. 2029,Debenture,AAA,0.00 - 0.46,0.42
7.4% GOI 2035,Central Government Loan,SOV,0.00 - 0.89,0.41
8.33% LIC Housing Fin. 2024,Non Convertible Debenture,AAA,0.00 - 0.44,0.41
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.00 - 0.44,0.40
Reserve Bank of India 364-D 20/08/2020,Treasury Bills,SOV,0.00 - 0.38,0.38
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 0.31,0.28
7.47% Power Finance Corp. 2021,Bonds,AAA,0.00 - 0.30,0.28
8.15% GOI 2026,Central Government Loan,SOV,0.22 - 0.29,0.22
383. DSP Arbitrage Fund - Direct Plan
8.8% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 5.42,3.89
Kotak Mahindra Prime 315-D 17/01/2020,Commercial Paper,A1+,0.00 - 3.52,3.52
Bajaj Finance 365-D 17/06/2020,Commercial Paper,A1+,0.00 - 3.42,3.42
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 3.38,3.38
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 2.75,2.75
Axis Bank 92-D 31/10/2019,Fixed Deposits,Unrated,0.00 - 2.99,2.13
Federal Bank 96-D 07/10/2019,Fixed Deposits,Unrated,0.00 - 2.45,1.75
Federal Bank 92-D 25/10/2019,Fixed Deposits,Unrated,0.00 - 2.03,1.45
Punjab National Bank 366-D 19/09/2020,Fixed Deposits,Unrated,0.00 - 1.43,1.43
Punjab National Bank 366-D 25/09/2020,Fixed Deposits,Unrated,0.00 - 1.43,1.43
Federal Bank 189-D 24/10/2019,Fixed Deposits,Unrated,0.00 - 2.52,1.18
RBL Bank 187-D 11/12/2019,Fixed Deposits,Unrated,0.00 - 1.14,0.73
Federal Bank 94-D 18/10/2019,Fixed Deposits,Unrated,0.00 - 1.02,0.73
Axis Bank 97-D 09/12/2019,Fixed Deposits,Unrated,0.00 - 0.71,0.71
Axis Bank 95-D 09/12/2019,Fixed Deposits,Unrated,0.00 - 0.71,0.71
Axis Bank 94-D 09/12/2019,Fixed Deposits,Unrated,0.00 - 0.71,0.71
Axis Bank 391-D 07/10/2020,Fixed Deposits,Unrated,0.00 - 0.71,0.71
Axis Bank 391-D 08/10/2020,Fixed Deposits,Unrated,0.00 - 0.71,0.71
Federal Bank 186-D 18/10/2019,Fixed Deposits,Unrated,0.00 - 1.26,0.59
Federal Bank 186-D 04/11/2019,Fixed Deposits,Unrated,0.00 - 0.80,0.44
384. DSP Arbitrage Fund - Regular Plan
8.8% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 5.42,3.89
Kotak Mahindra Prime 315-D 17/01/2020,Commercial Paper,A1+,0.00 - 3.52,3.52
Bajaj Finance 365-D 17/06/2020,Commercial Paper,A1+,0.00 - 3.42,3.42
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 3.38,3.38
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 2.75,2.75
Axis Bank 92-D 31/10/2019,Fixed Deposits,Unrated,0.00 - 2.99,2.13
Federal Bank 96-D 07/10/2019,Fixed Deposits,Unrated,0.00 - 2.45,1.75
Federal Bank 92-D 25/10/2019,Fixed Deposits,Unrated,0.00 - 2.03,1.45
Punjab National Bank 366-D 19/09/2020,Fixed Deposits,Unrated,0.00 - 1.43,1.43
Punjab National Bank 366-D 25/09/2020,Fixed Deposits,Unrated,0.00 - 1.43,1.43
Federal Bank 189-D 24/10/2019,Fixed Deposits,Unrated,0.00 - 2.52,1.18
RBL Bank 187-D 11/12/2019,Fixed Deposits,Unrated,0.00 - 1.14,0.73
Federal Bank 94-D 18/10/2019,Fixed Deposits,Unrated,0.00 - 1.02,0.73
Axis Bank 97-D 09/12/2019,Fixed Deposits,Unrated,0.00 - 0.71,0.71
Axis Bank 95-D 09/12/2019,Fixed Deposits,Unrated,0.00 - 0.71,0.71
Axis Bank 94-D 09/12/2019,Fixed Deposits,Unrated,0.00 - 0.71,0.71
Axis Bank 391-D 07/10/2020,Fixed Deposits,Unrated,0.00 - 0.71,0.71
Axis Bank 391-D 08/10/2020,Fixed Deposits,Unrated,0.00 - 0.71,0.71
Federal Bank 186-D 18/10/2019,Fixed Deposits,Unrated,0.00 - 1.26,0.59
Federal Bank 186-D 04/11/2019,Fixed Deposits,Unrated,0.00 - 0.80,0.44
394. DSP Dual Advantage Fund - Series 49 - 42 Months - Direct Plan
KKR India Financial Services 2020,Debenture,AA+,8.27 - 8.52,8.41
8.54% NHPC 2019,Bonds,AAA,8.21 - 8.98,8.25
8.9% Reliance Jio Infocomm 2020,Debenture,AAA,8.12 - 8.88,8.17
8.36% Power Finance Corp. 2020,Bonds,AAA,8.02 - 8.78,8.09
8.02% LIC Housing Fin. 2020,Debenture,AAA,8.00 - 8.72,8.08
8.2% National Bank Agr. Rur. Devp 2020,Privately Placed Debts,AAA,8.01 - 8.78,8.07
7.95% PNB Housing Finance 2019,Debenture,AA+,0.00 - 8.63,7.97
8.1% Shriram Transport Finance 2020,Debenture,AA+,7.55 - 8.34,7.73
9.02% REC 2019,Bonds,AAA,7.00 - 7.71,7.05
8.93% Power Grid Corporation 2019,Bonds,AAA,2.07 - 2.11,2.08
8.87% REC 2020,Bonds,AAA,2.01 - 2.22,2.03
6.83% Power Finance Corp. 2020,Bonds,AAA,0.98 - 1.06,0.99
395. DSP Dual Advantage Fund - Series 49 - 42 Months - Regular Plan
KKR India Financial Services 2020,Debenture,AA+,8.27 - 8.52,8.41
8.54% NHPC 2019,Bonds,AAA,8.21 - 8.98,8.25
8.9% Reliance Jio Infocomm 2020,Debenture,AAA,8.12 - 8.88,8.17
8.36% Power Finance Corp. 2020,Bonds,AAA,8.02 - 8.78,8.09
8.02% LIC Housing Fin. 2020,Debenture,AAA,8.00 - 8.72,8.08
8.2% National Bank Agr. Rur. Devp 2020,Privately Placed Debts,AAA,8.01 - 8.78,8.07
7.95% PNB Housing Finance 2019,Debenture,AA+,0.00 - 8.63,7.97
8.1% Shriram Transport Finance 2020,Debenture,AA+,7.55 - 8.34,7.73
9.02% REC 2019,Bonds,AAA,7.00 - 7.71,7.05
8.93% Power Grid Corporation 2019,Bonds,AAA,2.07 - 2.11,2.08
8.87% REC 2020,Bonds,AAA,2.01 - 2.22,2.03
6.83% Power Finance Corp. 2020,Bonds,AAA,0.98 - 1.06,0.99
396. DSP Dynamic Asset Allocation Fund - Direct Plan
8.3% SBI Cards & Payments Services 2023,Bonds/Debentures,AAA,2.68 - 2.96,2.68
7.8% HDFC 2019,Debenture,AAA,1.69 - 1.86,1.76
9.65% SBI Cards & Payments Services 2022,Bonds/NCDs,AAA,1.69 - 1.84,1.75
7.52% LIC Housing Fin. 2020,Debenture,AAA,1.68 - 1.83,1.74
Federal Bank 2019,Fixed Deposits,Unrated,0.00 - 1.79,1.70
8.93% Power Grid Corporation 2024,Bonds,AAA,1.16 - 1.34,1.27
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,0.00 - 1.23,1.16
HDFC Bank 2020,Fixed Deposits,Unrated,0.00 - 1.15,1.15
8.85% HDFC Bank 2099,Bonds,AA+,1.13 - 1.21,1.14
Federal Bank 2019,Fixed Deposits,Unrated,0.00 - 1.20,1.13
HDFC Bank 2019,Fixed Deposits,Unrated,0.00 - 0.63,0.59
Federal Bank 2019,Fixed Deposits,Unrated,0.00 - 0.60,0.57
397. DSP Dynamic Asset Allocation Fund - Regular Plan
8.3% SBI Cards & Payments Services 2023,Bonds/Debentures,AAA,2.68 - 2.96,2.68
7.8% HDFC 2019,Debenture,AAA,1.69 - 1.86,1.76
9.65% SBI Cards & Payments Services 2022,Bonds/NCDs,AAA,1.69 - 1.84,1.75
7.52% LIC Housing Fin. 2020,Debenture,AAA,1.68 - 1.83,1.74
Federal Bank 2019,Fixed Deposits,Unrated,0.00 - 1.79,1.70
8.93% Power Grid Corporation 2024,Bonds,AAA,1.16 - 1.34,1.27
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,0.00 - 1.23,1.16
HDFC Bank 2020,Fixed Deposits,Unrated,0.00 - 1.15,1.15
8.85% HDFC Bank 2099,Bonds,AA+,1.13 - 1.21,1.14
Federal Bank 2019,Fixed Deposits,Unrated,0.00 - 1.20,1.13
HDFC Bank 2019,Fixed Deposits,Unrated,0.00 - 0.63,0.59
Federal Bank 2019,Fixed Deposits,Unrated,0.00 - 0.60,0.57
398. DSP Equity & Bond Fund
7.27% GOI 2026,GOI Securities,SOV,0.00 - 3.66,3.66
8.85% HDFC Bank 2099,Bonds,AA+,2.36 - 2.61,2.54
7.59% GOI 2026,GOI Securities,SOV,1.21 - 2.20,1.81
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 2.04,1.33
8.6% Bank of Baroda 2022,Debenture,AA+,0.91 - 1.27,1.14
7.32% NTPC 2029,Non Convertible Debenture,AAA,0.00 - 0.90,0.90
7.26% GOI 2029,GOI Securities,SOV,0.00 - 2.85,0.86
8.9% State Bank of India 2028,Non Convertible Debenture,AAA,0.00 - 1.16,0.78
8.15% State Bank of India,Bonds,AA+,0.69 - 0.82,0.73
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,0.00 - 0.82,0.60
KKR India Financial Services 2021,Debenture,AA+,0.42 - 0.49,0.47
9.02% REC 2022,Bonds,AAA,0.39 - 0.47,0.45
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.33 - 1.27,0.44
8.02% BPCL 2024,Debenture,AAA,0.00 - 0.44,0.44
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 0.45,0.43
7.46% REC 2022,Non Convertible Debenture,AAA,0.00 - 0.42,0.42
