Company,Instrument,Credit Rating,1Y Range,% Assets
7.29% SIDBI 2022,Debenture,AAA,0.00 - 0.25,0.25
7.78% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 0.25,0.25
393. IDFC Dynamic Equity Fund - Direct Plan
8.95% Reliance Industries 2028,Debenture,AAA,0.00 - 5.39,5.29
HDFC Bank,Fixed Deposits,-,2.11 - 3.64,3.60
8.27% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 2.64,2.58
8.8% HDFC 2020,Debenture,AAA,0.00 - 2.56,2.53
7.2% Power Grid Corporation 2021,Bonds,AAA,0.00 - 2.56,2.52
7.4% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 2.53,2.51
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.00 - 2.53,2.50
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 2.48,2.48
7.03% REC 2022,Non Convertible Debenture,AAA,1.24 - 1.50,1.48
7.97% HDB Financial Services 2019,Debenture,AAA,0.85 - 1.01,1.00
8.35% LIC Housing Fin. 2019,Bonds,AAA,0.00 - 1.01,1.00
8.49% NTPC 2025,Bonds/NCDs,AAA,0.02 - 0.03,0.03
394. IDFC Dynamic Equity Fund - Regular Plan
8.95% Reliance Industries 2028,Debenture,AAA,0.00 - 5.39,5.29
HDFC Bank,Fixed Deposits,-,2.11 - 3.64,3.60
8.27% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 2.64,2.58
8.8% HDFC 2020,Debenture,AAA,0.00 - 2.56,2.53
7.2% Power Grid Corporation 2021,Bonds,AAA,0.00 - 2.56,2.52
7.4% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 2.53,2.51
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.00 - 2.53,2.50
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 2.48,2.48
7.03% REC 2022,Non Convertible Debenture,AAA,1.24 - 1.50,1.48
7.97% HDB Financial Services 2019,Debenture,AAA,0.85 - 1.01,1.00
8.35% LIC Housing Fin. 2019,Bonds,AAA,0.00 - 1.01,1.00
8.49% NTPC 2025,Bonds/NCDs,AAA,0.02 - 0.03,0.03
437. IDFC Hybrid Equity Fund - Direct Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 3.34,3.34
7.6% Bajaj Finance 2020,Debenture,AAA,0.00 - 5.93,3.32
7.24% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,0.00 - 3.30,3.30
7.59% GOI 2026,GOI Securities,SOV,0.00 - 2.76,2.76
7.75% LIC Housing Fin. 2024,Debenture,AAA,0.00 - 1.98,1.98
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 1.98,1.89
8.24% GOI 2027,Central Government Loan,SOV,0.00 - 1.42,1.42
9.02% REC 2022,Bonds,AAA,0.00 - 1.40,1.37
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 1.91,1.26
Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 0.74,0.74
8.595% LIC Housing Fin. 2022,Debenture,AAA,0.00 - 0.69,0.68
8.33% LIC Housing Fin. 2024,Non Convertible Debenture,AAA,0.00 - 0.68,0.67
8.49% HDFC 2020,Debenture,AAA,0.00 - 0.68,0.67
Axis Bank 2020,Securitised Debt,A1+,0.00 - 3.23,0.54
7.17% GOI 2028,GOI Securities,SOV,0.01 - 0.55,0.41
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 0.40,0.40
8.68% Tamilnadu State 2021,State Development Loan,SOV,0.14 - 0.20,0.19
8.25% L&T Finance 2021,Debenture,AAA,0.11 - 0.16,0.13
Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 0.08,0.08
6.84% GOI 2022,GOI Securities,SOV,0.01 - 0.49,0.02
438. IDFC Hybrid Equity Fund - Regular Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 3.34,3.34
7.6% Bajaj Finance 2020,Debenture,AAA,0.00 - 5.93,3.32
7.24% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,0.00 - 3.30,3.30
7.59% GOI 2026,GOI Securities,SOV,0.00 - 2.76,2.76
7.75% LIC Housing Fin. 2024,Debenture,AAA,0.00 - 1.98,1.98
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 1.98,1.89
8.24% GOI 2027,Central Government Loan,SOV,0.00 - 1.42,1.42
9.02% REC 2022,Bonds,AAA,0.00 - 1.40,1.37
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 1.91,1.26
Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 0.74,0.74
8.595% LIC Housing Fin. 2022,Debenture,AAA,0.00 - 0.69,0.68
8.33% LIC Housing Fin. 2024,Non Convertible Debenture,AAA,0.00 - 0.68,0.67
8.49% HDFC 2020,Debenture,AAA,0.00 - 0.68,0.67
Axis Bank 2020,Securitised Debt,A1+,0.00 - 3.23,0.54
7.17% GOI 2028,GOI Securities,SOV,0.01 - 0.55,0.41
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 0.40,0.40
8.68% Tamilnadu State 2021,State Development Loan,SOV,0.14 - 0.20,0.19
8.25% L&T Finance 2021,Debenture,AAA,0.11 - 0.16,0.13
Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 0.08,0.08
6.84% GOI 2022,GOI Securities,SOV,0.01 - 0.49,0.02
443. IDFC Regular Savings Fund - Direct Plan
Sundaram Finance 2022,Debenture,AAA,0.00 - 10.53,10.53
8.8% HDFC 2020,Debenture,AAA,0.00 - 10.64,10.38
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 9.55,9.35
7.24% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,0.00 - 7.69,7.69
8.3% IRFC 2029,Debenture,AAA,0.00 - 5.52,5.35
8.15% REC 2022,Non Convertible Debenture,AAA,0.00 - 5.34,5.20
7.26% GOI 2029,GOI Securities,SOV,0.00 - 3.62,3.62
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 5.26,3.59
8.24% GOI 2027,Central Government Loan,SOV,0.00 - 2.76,2.76
8.24% Power Grid Corporation 2029,Debenture,AAA,0.00 - 8.34,2.71
7.59% GOI 2026,GOI Securities,SOV,0.00 - 2.76,2.68
7.42% Power Finance Corp. 2020,Debenture,AAA,2.37 - 2.63,2.57
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 2.18,2.13
7.45% REC 2022,Non Convertible Debenture,AAA,1.39 - 1.57,1.53
7.03% REC 2022,Non Convertible Debenture,AAA,0.00 - 1.56,1.52
7.67% LIC Housing Fin. 2021,Bonds,AAA,0.77 - 0.89,0.77
9.5% Blue Dart Express 2019,Bonds/NCDs,AA,0.70 - 0.76,0.75
Bajaj Finance 2020,Debenture,AAA,0.00 - 0.63,0.62
8.685% LIC Housing Fin. 2022,Zero Coupon Bonds,AAA,0.00 - 0.54,0.53
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 0.53,0.52
9.18% Gruh Finance 2022,Non Convertible Debenture,AAA,0.00 - 0.27,0.27
444. IDFC Regular Savings Fund - Regular Plan
Sundaram Finance 2022,Debenture,AAA,0.00 - 10.53,10.53
8.8% HDFC 2020,Debenture,AAA,0.00 - 10.64,10.38
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 9.55,9.35
7.24% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,0.00 - 7.69,7.69
8.3% IRFC 2029,Debenture,AAA,0.00 - 5.52,5.35
8.15% REC 2022,Non Convertible Debenture,AAA,0.00 - 5.34,5.20
7.26% GOI 2029,GOI Securities,SOV,0.00 - 3.62,3.62
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 5.26,3.59
8.24% GOI 2027,Central Government Loan,SOV,0.00 - 2.76,2.76
8.24% Power Grid Corporation 2029,Debenture,AAA,0.00 - 8.34,2.71
7.59% GOI 2026,GOI Securities,SOV,0.00 - 2.76,2.68
7.42% Power Finance Corp. 2020,Debenture,AAA,2.37 - 2.63,2.57
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 2.18,2.13
7.45% REC 2022,Non Convertible Debenture,AAA,1.39 - 1.57,1.53
7.03% REC 2022,Non Convertible Debenture,AAA,0.00 - 1.56,1.52
7.67% LIC Housing Fin. 2021,Bonds,AAA,0.77 - 0.89,0.77
9.5% Blue Dart Express 2019,Bonds/NCDs,AA,0.70 - 0.76,0.75
Bajaj Finance 2020,Debenture,AAA,0.00 - 0.63,0.62
8.685% LIC Housing Fin. 2022,Zero Coupon Bonds,AAA,0.00 - 0.54,0.53
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 0.53,0.52
9.18% Gruh Finance 2022,Non Convertible Debenture,AAA,0.00 - 0.27,0.27
457. Indiabulls Equity Hybrid Fund - Direct Plan
7.89% SIDBI 2022,Non Convertible Debenture,AAA,0.00 - 9.78,8.78
7.48% IRFC 2029,Non Convertible Debenture,AAA,0.00 - 9.15,8.60
7.32% GOI 2024,GOI Securities,SOV,0.00 - 4.76,4.50
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 7.61,4.42
IDFC First Bank 2020,Certificate of Deposit,A1+,0.00 - 2.16,2.06
458. Indiabulls Equity Hybrid Fund - Regular Plan
7.89% SIDBI 2022,Non Convertible Debenture,AAA,0.00 - 9.78,8.78
7.48% IRFC 2029,Non Convertible Debenture,AAA,0.00 - 9.15,8.60
7.32% GOI 2024,GOI Securities,SOV,0.00 - 4.76,4.50
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 7.61,4.42
IDFC First Bank 2020,Certificate of Deposit,A1+,0.00 - 2.16,2.06
465. Invesco India Arbitrage Fund
7.3% HDFC Bank 366-D 2020,Fixed Deposits,-,0.00 - 5.13,5.13
8.35% Sundaram Finance 2021,Non Convertible Debenture,-,0.00 - 4.45,4.45
8.6% LIC Housing Fin. 2020,Debenture,-,0.00 - 4.44,4.44
7.4% HDFC Bank 367-D 2019,Fixed Deposits,-,3.41 - 6.39,3.52
5.6% HDFC Bank 187-D 2020,Fixed Deposits,-,0.00 - 2.33,2.33
6% HDFC Bank 369-D 2020,Fixed Deposits,-,0.00 - 2.33,2.33
8.53% Power Finance Corp. 2020,Bonds/Debentures,-,0.00 - 2.22,2.22
6.98% National Bank Agr. Rur. Devp 2020,Debenture,-,0.00 - 2.20,2.20
7.3% HDFC Bank 367-D 2020,Fixed Deposits,-,0.00 - 1.66,1.66
7.15% HDFC Bank 366-D 2020,Fixed Deposits,-,0.00 - 0.90,0.90
7.45% HDFC Bank 365-D 2019,Fixed Deposits,-,0.58 - 0.98,0.88
466. Invesco India Arbitrage Fund - Direct Plan
7.3% HDFC Bank 366-D 2020,Fixed Deposits,-,0.00 - 5.13,5.13
8.35% Sundaram Finance 2021,Non Convertible Debenture,-,0.00 - 4.45,4.45
8.6% LIC Housing Fin. 2020,Debenture,-,0.00 - 4.44,4.44
7.4% HDFC Bank 367-D 2019,Fixed Deposits,-,3.41 - 6.39,3.52
5.6% HDFC Bank 187-D 2020,Fixed Deposits,-,0.00 - 2.33,2.33
6% HDFC Bank 369-D 2020,Fixed Deposits,-,0.00 - 2.33,2.33
8.53% Power Finance Corp. 2020,Bonds/Debentures,-,0.00 - 2.22,2.22
6.98% National Bank Agr. Rur. Devp 2020,Debenture,-,0.00 - 2.20,2.20
7.3% HDFC Bank 367-D 2020,Fixed Deposits,-,0.00 - 1.66,1.66
7.15% HDFC Bank 366-D 2020,Fixed Deposits,-,0.00 - 0.90,0.90
7.45% HDFC Bank 365-D 2019,Fixed Deposits,-,0.58 - 0.98,0.88
473. Invesco India Dynamic Equity Fund
8.8% LIC Housing Fin. 2020,Debenture,-,0.00 - 2.81,2.76
8.35% Sundaram Finance 2021,Non Convertible Debenture,-,0.00 - 2.78,2.75
8.51% HDFC 2020,Non Convertible Debenture,-,0.00 - 2.78,2.74
7.5% HDFC Bank 366-D 2020,Fixed Deposits,-,0.00 - 1.32,1.30
7.15% HDFC Bank 369-D 2020,Fixed Deposits,-,0.00 - 1.08,1.06
7.3% HDFC Bank 366-D 2020,Fixed Deposits,-,0.00 - 1.08,1.06
7.3% HDFC Bank 368-D 2020,Fixed Deposits,-,0.00 - 1.08,1.06
7.5% HDFC Bank 365-D 2019,Fixed Deposits,-,0.00 - 0.54,0.53
7.5% HDFC Bank 368-D 2020,Fixed Deposits,-,0.00 - 0.33,0.33
474. Invesco India Dynamic Equity Fund - Direct Plan
8.8% LIC Housing Fin. 2020,Debenture,-,0.00 - 2.81,2.76
8.35% Sundaram Finance 2021,Non Convertible Debenture,-,0.00 - 2.78,2.75
8.51% HDFC 2020,Non Convertible Debenture,-,0.00 - 2.78,2.74
7.5% HDFC Bank 366-D 2020,Fixed Deposits,-,0.00 - 1.32,1.30
7.15% HDFC Bank 369-D 2020,Fixed Deposits,-,0.00 - 1.08,1.06
7.3% HDFC Bank 366-D 2020,Fixed Deposits,-,0.00 - 1.08,1.06
7.3% HDFC Bank 368-D 2020,Fixed Deposits,-,0.00 - 1.08,1.06
7.5% HDFC Bank 365-D 2019,Fixed Deposits,-,0.00 - 0.54,0.53
7.5% HDFC Bank 368-D 2020,Fixed Deposits,-,0.00 - 0.33,0.33
475. Invesco India Equity & Bond Fund - Direct Plan
7.87% HDFC 2022,Non Convertible Debenture,-,0.00 - 5.99,5.99
7.74% LIC Housing Fin. 2020,Debenture,-,0.00 - 6.04,5.96
7.24% REC 2021,Debenture,-,0.00 - 5.91,5.91
8.4295% Kotak Mahindra Prime 2021,Debenture,-,0.00 - 2.41,2.41
7.4% Power Finance Corp. 2021,Bonds,-,0.00 - 2.37,2.37
8.8% LIC Housing Fin. 2020,Debenture,-,0.00 - 0.85,0.85
National Housing Bank 2022,Non Convertible Debenture,-,0.00 - 0.48,0.48
8.5% LIC Housing Fin. 2021,Debenture,-,0.00 - 0.24,0.24
6.98% National Bank Agr. Rur. Devp 2020,Debenture,-,0.00 - 0.24,0.24
476. Invesco India Equity & Bond Fund - Regular Plan
7.87% HDFC 2022,Non Convertible Debenture,-,0.00 - 5.99,5.99
7.74% LIC Housing Fin. 2020,Debenture,-,0.00 - 6.04,5.96
7.24% REC 2021,Debenture,-,0.00 - 5.91,5.91
8.4295% Kotak Mahindra Prime 2021,Debenture,-,0.00 - 2.41,2.41
7.4% Power Finance Corp. 2021,Bonds,-,0.00 - 2.37,2.37
8.8% LIC Housing Fin. 2020,Debenture,-,0.00 - 0.85,0.85
National Housing Bank 2022,Non Convertible Debenture,-,0.00 - 0.48,0.48
8.5% LIC Housing Fin. 2021,Debenture,-,0.00 - 0.24,0.24
6.98% National Bank Agr. Rur. Devp 2020,Debenture,-,0.00 - 0.24,0.24
477. Invesco India Equity Savings Fund - Direct Plan
7.87% HDFC 2022,Non Convertible Debenture,-,0.00 - 9.29,9.29
8.711% HDB Financial Services 2021,Bonds/Debentures,-,0.00 - 5.61,5.61
7.5% HDFC Bank 371-D 2020,Fixed Deposits,-,2.51 - 3.51,2.76
5.6% HDFC Bank 187-D 2020,Fixed Deposits,-,0.00 - 1.95,1.95
7.964% Sundaram Finance 2021,Zero Coupon Bonds,-,0.00 - 1.85,1.85
6.65% HDFC Bank 186-D 2020,Fixed Deposits,-,0.00 - 1.80,1.80
7.5% HDFC Bank 375-D 2020,Fixed Deposits,-,1.34 - 1.87,1.47
7.5% HDFC Bank 372-D 2020,Fixed Deposits,-,0.70 - 0.98,0.77
6.95% Reliance Industries 2020,Debenture,-,0.00 - 0.73,0.73
478. Invesco India Equity Savings Fund - Regular Plan
7.87% HDFC 2022,Non Convertible Debenture,-,0.00 - 9.29,9.29
8.711% HDB Financial Services 2021,Bonds/Debentures,-,0.00 - 5.61,5.61
7.5% HDFC Bank 371-D 2020,Fixed Deposits,-,2.51 - 3.51,2.76
5.6% HDFC Bank 187-D 2020,Fixed Deposits,-,0.00 - 1.95,1.95
7.964% Sundaram Finance 2021,Zero Coupon Bonds,-,0.00 - 1.85,1.85
6.65% HDFC Bank 186-D 2020,Fixed Deposits,-,0.00 - 1.80,1.80
7.5% HDFC Bank 375-D 2020,Fixed Deposits,-,1.34 - 1.87,1.47
7.5% HDFC Bank 372-D 2020,Fixed Deposits,-,0.70 - 0.98,0.77
6.95% Reliance Industries 2020,Debenture,-,0.00 - 0.73,0.73
526. JM Equity Hybrid Fund
AU Small Finance Bank,Term Deposits,-,0.00 - 6.05,5.44
Indiabulls Properties 34-D 31/10/2019,Commercial Paper,A1+,0.00 - 5.40,5.40
Indiabulls Real Estate 34-D 31/10/2019,Commercial Paper,A1+,0.00 - 5.40,5.40
HDFC Bank,Term Deposits,-,0.00 - 2.45,2.20
IDFC First Bank,Term Deposits,-,0.00 - 2.21,2.18
J&K Bank,Term Deposits,-,0.00 - 2.00,1.36
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0.00
527. JM Equity Hybrid Fund - Direct Plan
AU Small Finance Bank,Term Deposits,-,0.00 - 6.05,5.44
Indiabulls Properties 34-D 31/10/2019,Commercial Paper,A1+,0.00 - 5.40,5.40
Indiabulls Real Estate 34-D 31/10/2019,Commercial Paper,A1+,0.00 - 5.40,5.40
HDFC Bank,Term Deposits,-,0.00 - 2.45,2.20
IDFC First Bank,Term Deposits,-,0.00 - 2.21,2.18
J&K Bank,Term Deposits,-,0.00 - 2.00,1.36
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0.00
536. Kotak Balanced Advantage Fund - Direct Plan
HDFC Bank,Term Deposits,-,3.77 - 8.22,7.04
7.26% GOI 2029,GOI Securities,SOV,0.00 - 3.67,3.67
9.25% Power Finance Corp. 2024,Non Convertible Debenture,AAA,0.00 - 3.70,3.50
7.54% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 2.59,2.49
8.3% REC 2029,Non Convertible Debenture,AAA,0.00 - 2.90,2.18
Reliance Retail Ltd. 2021,Non Convertible Debenture,AAA,0.00 - 1.70,1.48
7.48% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 1.16,1.16
9.1% L&T Finance 2022,Non Convertible Debenture,AAA,0.00 - 1.14,1.01
8.75% State Bank of India,Non Convertible Debenture,AA+,0.00 - 0.84,0.84
AU Small Finance Bank,Term Deposits,-,0.34 - 0.47,0.34
Bank of Baroda,Debenture,AA+,0.00 - 0.03,0.03
Sundaram Finance 2022,Zero Coupon Bonds,AAA,0.00 - 0.36,0.01
537. Kotak Balanced Advantage Fund - Regular Plan
HDFC Bank,Term Deposits,-,3.77 - 8.22,7.04
7.26% GOI 2029,GOI Securities,SOV,0.00 - 3.67,3.67
9.25% Power Finance Corp. 2024,Non Convertible Debenture,AAA,0.00 - 3.70,3.50
7.54% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 2.59,2.49
8.3% REC 2029,Non Convertible Debenture,AAA,0.00 - 2.90,2.18
Reliance Retail Ltd. 2021,Non Convertible Debenture,AAA,0.00 - 1.70,1.48
7.48% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 1.16,1.16
9.1% L&T Finance 2022,Non Convertible Debenture,AAA,0.00 - 1.14,1.01
8.75% State Bank of India,Non Convertible Debenture,AA+,0.00 - 0.84,0.84
AU Small Finance Bank,Term Deposits,-,0.34 - 0.47,0.34
Bank of Baroda,Debenture,AA+,0.00 - 0.03,0.03
Sundaram Finance 2022,Zero Coupon Bonds,AAA,0.00 - 0.36,0.01
548. Kotak Debt Hybrid Fund - Direct Plan
7.54% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 11.89,11.61
7.57% GOI 2033,GOI Securities,SOV,0.00 - 8.39,8.23
8.85% Power Finance Corp. 2029,Bonds/NCDs,AAA,0.00 - 8.18,8.15
Reliance Retail Ltd. 2021,Non Convertible Debenture,AAA,0.00 - 6.47,6.47
10.9% Punjab & Sind Bank 2099,Bonds,A+,5.58 - 9.37,5.89
7.69% GOI 2043,Central Government Loan,SOV,0.00 - 4.15,4.15
8.22% National Bank Agr. Rur. Devp 2028,Debenture,AAA,0.00 - 4.20,4.10
9.05% United Bank Of India 2027,Bonds/Debentures,A+,0.00 - 5.28,4.08
7.26% GOI 2029,GOI Securities,SOV,0.00 - 15.64,4.07
9.36% Power Finance Corp. 2021,Bonds,AAA,0.00 - 2.46,2.43
8.27% Rajasthan State 2023,State Development Loan,SOV,1.71 - 2.07,2.05
8.5% NHPC 2022,Bonds/Debentures,AAA,1.71 - 2.07,2.04
7.49% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 1.97,1.92
8.42% Tamilnadu State 2023,State Development Loan,SOV,1.21 - 6.39,1.45
10.49% Bank of Baroda,Bonds,AA,0.00 - 0.82,0.81
9.75% REC 2021,Bonds,AAA,0.00 - 0.62,0.61
8.97% Uttar Pradesh Power Corporation 2023,Bonds,AA,0.34 - 0.39,0.39
HDFC Bank,Term Deposits,-,0.30 - 0.34,0.34
9.48% Power Finance Corp. 2022,Bonds,AAA,0.00 - 0.33,0.33
8.85% NHPC 2022,Bonds,AAA,0.00 - 0.29,0.29
9.6% Hindalco Inds. 2022,Bonds/NCDs,AA,0.24 - 0.29,0.28
9.35% REC 2022,Bonds,AAA,0.00 - 0.25,0.25
549. Kotak Debt Hybrid Fund - Regular Plan
7.54% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 11.89,11.61
7.57% GOI 2033,GOI Securities,SOV,0.00 - 8.39,8.23
8.85% Power Finance Corp. 2029,Bonds/NCDs,AAA,0.00 - 8.18,8.15
Reliance Retail Ltd. 2021,Non Convertible Debenture,AAA,0.00 - 6.47,6.47
10.9% Punjab & Sind Bank 2099,Bonds,A+,5.58 - 9.37,5.89
7.69% GOI 2043,Central Government Loan,SOV,0.00 - 4.15,4.15
8.22% National Bank Agr. Rur. Devp 2028,Debenture,AAA,0.00 - 4.20,4.10
9.05% United Bank Of India 2027,Bonds/Debentures,A+,0.00 - 5.28,4.08
7.26% GOI 2029,GOI Securities,SOV,0.00 - 15.64,4.07
9.36% Power Finance Corp. 2021,Bonds,AAA,0.00 - 2.46,2.43
8.27% Rajasthan State 2023,State Development Loan,SOV,1.71 - 2.07,2.05
8.5% NHPC 2022,Bonds/Debentures,AAA,1.71 - 2.07,2.04
7.49% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 1.97,1.92
8.42% Tamilnadu State 2023,State Development Loan,SOV,1.21 - 6.39,1.45
10.49% Bank of Baroda,Bonds,AA,0.00 - 0.82,0.81
9.75% REC 2021,Bonds,AAA,0.00 - 0.62,0.61
8.97% Uttar Pradesh Power Corporation 2023,Bonds,AA,0.34 - 0.39,0.39
HDFC Bank,Term Deposits,-,0.30 - 0.34,0.34
9.48% Power Finance Corp. 2022,Bonds,AAA,0.00 - 0.33,0.33
8.85% NHPC 2022,Bonds,AAA,0.00 - 0.29,0.29
9.6% Hindalco Inds. 2022,Bonds/NCDs,AA,0.24 - 0.29,0.28
9.35% REC 2022,Bonds,AAA,0.00 - 0.25,0.25
552. Kotak Equity Arbitrage Fund - Direct Plan
HDFC Bank,Term Deposits,-,8.72 - 16.73,11.13
Axis Bank,Term Deposits,-,0.00 - 3.79,3.79
HDFC 358-D 10/07/2020,Commercial Paper,A1+,0.00 - 3.22,2.97
8.51% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 2.10,2.06
LIC Housing Fin. 356-D 20/08/2020,Commercial Paper,A1+,0.00 - 1.20,1.18
Federal Bank,Term Deposits,-,0.55 - 0.76,0.67
8.2% Power Finance Corp. 2020,Bonds/NCDs,AAA,0.00 - 0.63,0.63
IDFC First Bank,Term Deposits,-,0.47 - 1.69,0.47
AU Small Finance Bank,Term Deposits,-,0.32 - 0.42,0.32
Equitas Small Finance Bank,Term Deposits,-,0.19 - 0.42,0.30
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0.00
553. Kotak Equity Arbitrage Fund Regular Plan
HDFC Bank,Term Deposits,-,8.72 - 16.73,11.13
Axis Bank,Term Deposits,-,0.00 - 3.79,3.79
HDFC 358-D 10/07/2020,Commercial Paper,A1+,0.00 - 3.22,2.97
8.51% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 2.10,2.06
LIC Housing Fin. 356-D 20/08/2020,Commercial Paper,A1+,0.00 - 1.20,1.18
Federal Bank,Term Deposits,-,0.55 - 0.76,0.67
8.2% Power Finance Corp. 2020,Bonds/NCDs,AAA,0.00 - 0.63,0.63
IDFC First Bank,Term Deposits,-,0.47 - 1.69,0.47
AU Small Finance Bank,Term Deposits,-,0.32 - 0.42,0.32
Equitas Small Finance Bank,Term Deposits,-,0.19 - 0.42,0.30
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0.00
554. Kotak Equity Hybrid Fund - Direct Plan
7.57% GOI 2033,GOI Securities,SOV,0.00 - 4.29,4.29
9.05% United Bank Of India 2027,Bonds/Debentures,A+,0.00 - 4.62,3.77
7.48% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 1.70,1.70
Reliance Retail Ltd. 2021,Non Convertible Debenture,AAA,0.00 - 1.66,1.62
7.54% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 1.75,1.37
7.69% GOI 2043,Central Government Loan,SOV,0.00 - 1.10,1.10
ECL Finance 2020,Zero Coupon Bonds,AA,0.00 - 1.10,1.08
9.75% Uttar Pradesh Power Corporation 2023,Debenture,A+,0.94 - 1.09,1.06
8.85% Power Finance Corp. 2029,Bonds/NCDs,AAA,0.00 - 1.65,1.04
10.9% Punjab & Sind Bank 2099,Bonds,A+,0.75 - 2.18,0.84
10.25% Shriram Transport Finance 2024,Non Convertible Debenture,AA+,0.00 - 0.63,0.36
HDFC Bank,Term Deposits,-,0.27 - 0.53,0.31
9.75% Uttar Pradesh Power Corporation 2025,Debenture,A+,0.28 - 0.32,0.30
9.25% LIC Housing Fin. 2022,Debenture,AAA,0.03 - 0.04,0.04
8.19% Rajasthan State 2026,State Development Loan,SOV,0.00 - 0.00,0.00
555. Kotak Equity Hybrid Fund - Regular Plan
7.57% GOI 2033,GOI Securities,SOV,0.00 - 4.29,4.29
9.05% United Bank Of India 2027,Bonds/Debentures,A+,0.00 - 4.62,3.77
7.48% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 1.70,1.70
Reliance Retail Ltd. 2021,Non Convertible Debenture,AAA,0.00 - 1.66,1.62
7.54% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 1.75,1.37
7.69% GOI 2043,Central Government Loan,SOV,0.00 - 1.10,1.10
ECL Finance 2020,Zero Coupon Bonds,AA,0.00 - 1.10,1.08
9.75% Uttar Pradesh Power Corporation 2023,Debenture,A+,0.94 - 1.09,1.06
8.85% Power Finance Corp. 2029,Bonds/NCDs,AAA,0.00 - 1.65,1.04
10.9% Punjab & Sind Bank 2099,Bonds,A+,0.75 - 2.18,0.84
10.25% Shriram Transport Finance 2024,Non Convertible Debenture,AA+,0.00 - 0.63,0.36
HDFC Bank,Term Deposits,-,0.27 - 0.53,0.31
9.75% Uttar Pradesh Power Corporation 2025,Debenture,A+,0.28 - 0.32,0.30
9.25% LIC Housing Fin. 2022,Debenture,AAA,0.03 - 0.04,0.04
8.19% Rajasthan State 2026,State Development Loan,SOV,0.00 - 0.00,0.00
556. Kotak Equity Savings Fund - Direct Plan
HDFC Bank,Term Deposits,-,5.48 - 10.74,10.29
8.51% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 2.62,2.62
IDFC First Bank,Term Deposits,-,1.57 - 1.86,1.86
8.75% Axis Bank,Bonds/Debentures,AA+,1.06 - 1.29,1.29
8.75% Axis Bank 2022,Bonds,AA+,1.05 - 1.28,1.28
