Company,Instrument,Credit Rating,1Y Range,% Assets
640. Kotak FMP Series 255 - 1250 Days - Direct Plan
8.53% Jammu & Kashmir State 2022,State Development Loan,SOV,23.13 - 24.68,23.13
8.21% Rajasthan State 2022,State Development Loan,SOV,20.59 - 21.91,20.59
Sundaram Finance 2022,Zero Coupon Bonds,AAA,11.53 - 11.68,11.68
Bajaj Finance 2022,Zero Coupon Bonds,AAA,11.31 - 11.46,11.46
9.18% Gruh Finance 2022,Non Convertible Debenture,AAA,10.64 - 11.27,10.64
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 9.51,9.11
8.685% LIC Housing Fin. 2022,Zero Coupon Bonds,AAA,0.00 - 4.34,4.12
7.65% Grasim Industries 2022,Debenture,AAA,0.00 - 2.80,2.71
8.66% Tamilnadu State 2022,State Development Loan,SOV,0.00 - 1.45,1.40
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,0.00 - 0.98,0.92
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.14 - 4.86,0.27
641. Kotak FMP Series 255 - 1250 Days - Regular Plan
8.53% Jammu & Kashmir State 2022,State Development Loan,SOV,23.13 - 24.68,23.13
8.21% Rajasthan State 2022,State Development Loan,SOV,20.59 - 21.91,20.59
Sundaram Finance 2022,Zero Coupon Bonds,AAA,11.53 - 11.68,11.68
Bajaj Finance 2022,Zero Coupon Bonds,AAA,11.31 - 11.46,11.46
9.18% Gruh Finance 2022,Non Convertible Debenture,AAA,10.64 - 11.27,10.64
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 9.51,9.11
8.685% LIC Housing Fin. 2022,Zero Coupon Bonds,AAA,0.00 - 4.34,4.12
7.65% Grasim Industries 2022,Debenture,AAA,0.00 - 2.80,2.71
8.66% Tamilnadu State 2022,State Development Loan,SOV,0.00 - 1.45,1.40
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,0.00 - 0.98,0.92
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.14 - 4.86,0.27
642. Kotak FMP Series 256 - 1250 Days - Direct Plan
Shriram City Union Finance 2022,Zero Coupon Bonds,AA+,0.00 - 11.45,11.30
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,0.00 - 11.12,10.71
9.91% Dalmia Cement (Bharat) Ltd 2021,Debenture,AA,0.00 - 11.36,10.71
8.48% Uttar Pradesh Power Corporation 2022,Structured Obligation,AA,0.00 - 10.98,10.49
9.23% Talwandi Sabo Power 2021,Debenture,AA,0.00 - 11.10,10.47
7.82% SP Jammu Udhampur Highway 2021,Bonds/Debentures,AAA,0.00 - 10.84,10.38
7.85% Indian Hotels 2022,Bonds/Debentures,AA+,0.00 - 10.84,10.34
9.25% JM Financial Credit Solutions 2021,Zero Coupon Bonds,AA,0.00 - 8.63,8.10
2% Tata Steel 2022,Debenture,AA,0.00 - 6.54,6.43
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,0.00 - 4.20,4.13
9.18% Gruh Finance 2022,Non Convertible Debenture,AAA,0.00 - 2.26,2.20
8.5% Vedanta 2021,Debenture,AA,0.00 - 2.10,2.10
643. Kotak FMP Series 256 - 1250 Days - Regular Plan
Shriram City Union Finance 2022,Zero Coupon Bonds,AA+,0.00 - 11.45,11.30
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,0.00 - 11.12,10.71
9.91% Dalmia Cement (Bharat) Ltd 2021,Debenture,AA,0.00 - 11.36,10.71
8.48% Uttar Pradesh Power Corporation 2022,Structured Obligation,AA,0.00 - 10.98,10.49
9.23% Talwandi Sabo Power 2021,Debenture,AA,0.00 - 11.10,10.47
7.82% SP Jammu Udhampur Highway 2021,Bonds/Debentures,AAA,0.00 - 10.84,10.38
7.85% Indian Hotels 2022,Bonds/Debentures,AA+,0.00 - 10.84,10.34
9.25% JM Financial Credit Solutions 2021,Zero Coupon Bonds,AA,0.00 - 8.63,8.10
2% Tata Steel 2022,Debenture,AA,0.00 - 6.54,6.43
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,0.00 - 4.20,4.13
9.18% Gruh Finance 2022,Non Convertible Debenture,AAA,0.00 - 2.26,2.20
8.5% Vedanta 2021,Debenture,AA,0.00 - 2.10,2.10
644. Kotak FMP Series 257 - 1267 Days - Direct Plan
8.27% Rajasthan State 2022,State Development Loan,SOV,45.62 - 48.23,45.62
Sundaram Finance 2022,Zero Coupon Bonds,AAA,11.18 - 11.33,11.33
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,10.55 - 11.14,10.55
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 9.65,9.25
8.685% LIC Housing Fin. 2022,Zero Coupon Bonds,AAA,8.14 - 8.57,8.14
9.18% Gruh Finance 2022,Non Convertible Debenture,AAA,7.75 - 8.12,7.75
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,1.17 - 11.12,1.17
645. Kotak FMP Series 257 - 1267 Days - Regular Plan
8.27% Rajasthan State 2022,State Development Loan,SOV,45.62 - 48.23,45.62
Sundaram Finance 2022,Zero Coupon Bonds,AAA,11.18 - 11.33,11.33
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,10.55 - 11.14,10.55
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 9.65,9.25
8.685% LIC Housing Fin. 2022,Zero Coupon Bonds,AAA,8.14 - 8.57,8.14
9.18% Gruh Finance 2022,Non Convertible Debenture,AAA,7.75 - 8.12,7.75
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,1.17 - 11.12,1.17
646. Kotak FMP Series 259 - 1265 Days - Direct Plan
8.06% Haryana State 2022,State Development Loan,SOV,29.50 - 31.15,29.50
8.27% Rajasthan State 2022,State Development Loan,SOV,13.34 - 14.11,13.34
9.224% Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 11.45,11.00
8.685% LIC Housing Fin. 2022,Zero Coupon Bonds,AAA,10.90 - 11.48,10.90
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,10.87 - 11.49,10.87
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 9.78,9.37
8.58% HDFC 2022,Debenture,AAA,0.00 - 6.76,6.76
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 4.14,4.08
9.3% Export-Import Bank 2022,Bonds,AAA,0.30 - 0.32,0.30
647. Kotak FMP Series 259 - 1265 Days - Regular Plan
8.06% Haryana State 2022,State Development Loan,SOV,29.50 - 31.15,29.50
8.27% Rajasthan State 2022,State Development Loan,SOV,13.34 - 14.11,13.34
9.224% Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 11.45,11.00
8.685% LIC Housing Fin. 2022,Zero Coupon Bonds,AAA,10.90 - 11.48,10.90
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,10.87 - 11.49,10.87
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 9.78,9.37
8.58% HDFC 2022,Debenture,AAA,0.00 - 6.76,6.76
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 4.14,4.08
9.3% Export-Import Bank 2022,Bonds,AAA,0.30 - 0.32,0.30
648. Kotak FMP Series 261 - 1265 Days - Direct Plan
8.26% Uttar Pradesh State 2022,State Development Loan,SOV,21.68 - 22.80,21.68
8.27% Rajasthan State 2022,State Development Loan,SOV,21.64 - 22.75,21.64
LIC Housing Fin. 2022,Bonds/NCDs,AAA,11.24 - 11.39,11.37
9.224% Bajaj Finance 2022,Zero Coupon Bonds,AAA,10.10 - 10.50,10.10
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,9.32 - 9.73,9.32
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 9.46,9.19
8.58% HDFC 2022,Debenture,AAA,0.00 - 7.98,7.68
7.95% SIDBI 2022,Debenture,AAA,0.00 - 3.93,3.83
649. Kotak FMP Series 261 - 1265 Days - Regular Plan
8.26% Uttar Pradesh State 2022,State Development Loan,SOV,21.68 - 22.80,21.68
8.27% Rajasthan State 2022,State Development Loan,SOV,21.64 - 22.75,21.64
LIC Housing Fin. 2022,Bonds/NCDs,AAA,11.24 - 11.39,11.37
9.224% Bajaj Finance 2022,Zero Coupon Bonds,AAA,10.10 - 10.50,10.10
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,9.32 - 9.73,9.32
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 9.46,9.19
8.58% HDFC 2022,Debenture,AAA,0.00 - 7.98,7.68
7.95% SIDBI 2022,Debenture,AAA,0.00 - 3.93,3.83
650. Kotak FMP Series 263 - 1203 Days - Direct Plan
7.42% Maharashtra State 2022,State Development Loan,SOV,27.60 - 28.59,27.60
8.66% Tamilnadu State 2022,State Development Loan,SOV,18.65 - 21.20,18.65
LIC Housing Fin. 2022,Bonds/NCDs,AAA,11.89 - 11.95,11.95
Bajaj Finance 2022,Zero Coupon Bonds,AAA,11.75 - 11.84,11.84
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,11.31 - 11.81,11.31
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,6.80 - 7.13,6.80
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 4.52,4.40
8.58% HDFC 2022,Debenture,AAA,3.88 - 4.04,3.88
651. Kotak FMP Series 263 - 1203 Days - Regular Plan
7.42% Maharashtra State 2022,State Development Loan,SOV,27.60 - 28.59,27.60
8.66% Tamilnadu State 2022,State Development Loan,SOV,18.65 - 21.20,18.65
LIC Housing Fin. 2022,Bonds/NCDs,AAA,11.89 - 11.95,11.95
Bajaj Finance 2022,Zero Coupon Bonds,AAA,11.75 - 11.84,11.84
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,11.31 - 11.81,11.31
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,6.80 - 7.13,6.80
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 4.52,4.40
8.58% HDFC 2022,Debenture,AAA,3.88 - 4.04,3.88
652. Kotak FMP Series 265 - 1194 Days - Direct Plan
8.92% Uttar Pradesh State 2022,State Development Loan,SOV,12.84 - 13.35,12.84
Sundaram Finance 2022,Zero Coupon Bonds,AAA,11.94 - 12.04,12.04
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,11.33 - 11.81,11.33
8.3% Reliance Industries 2022,Debenture,AAA,10.92 - 11.40,10.92
8.45% REC 2022,Debenture,AAA,9.97 - 10.43,9.97
8.99% Gujarat State 2022,State Development Loan,SOV,7.69 - 8.02,7.69
8.58% HDFC 2022,Debenture,AAA,7.47 - 7.77,7.47
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 6.61,6.43
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,5.01 - 5.25,5.01
7.95% SIDBI 2022,Debenture,AAA,0.00 - 4.34,4.23
LIC Housing Fin. 2022,Bonds/NCDs,AAA,4.08 - 4.11,4.11
8.5884% Bajaj Housing Finance 2022,Bonds/Debentures,AAA,0.00 - 4.11,3.97
653. Kotak FMP Series 265 - 1194 Days - Regular Plan
8.92% Uttar Pradesh State 2022,State Development Loan,SOV,12.84 - 13.35,12.84
Sundaram Finance 2022,Zero Coupon Bonds,AAA,11.94 - 12.04,12.04
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,11.33 - 11.81,11.33
8.3% Reliance Industries 2022,Debenture,AAA,10.92 - 11.40,10.92
8.45% REC 2022,Debenture,AAA,9.97 - 10.43,9.97
8.99% Gujarat State 2022,State Development Loan,SOV,7.69 - 8.02,7.69
8.58% HDFC 2022,Debenture,AAA,7.47 - 7.77,7.47
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 6.61,6.43
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,5.01 - 5.25,5.01
7.95% SIDBI 2022,Debenture,AAA,0.00 - 4.34,4.23
LIC Housing Fin. 2022,Bonds/NCDs,AAA,4.08 - 4.11,4.11
8.5884% Bajaj Housing Finance 2022,Bonds/Debentures,AAA,0.00 - 4.11,3.97
654. Kotak FMP Series 267 - 1182 Days - Direct Plan
8.66% Tamilnadu State 2022,State Development Loan,SOV,17.96 - 18.69,17.96
8.2% Power Grid Corporation 2022,Bonds/NCDs,AAA,0.00 - 10.88,10.58
9.224% Bajaj Finance 2022,Zero Coupon Bonds,AAA,10.33 - 10.72,10.33
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,10.32 - 10.76,10.32
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,10.28 - 10.76,10.28
7.95% SIDBI 2022,Debenture,AAA,0.00 - 9.74,9.49
8.595% LIC Housing Fin. 2022,Debenture,AAA,8.79 - 9.14,8.79
8.18% Power Finance Corp. 2022,Debenture,AAA,8.74 - 9.09,8.74
8.5884% Bajaj Housing Finance 2022,Bonds/Debentures,AAA,0.00 - 3.99,3.86
8.58% HDFC 2022,Debenture,AAA,3.17 - 3.29,3.17
9.35% REC 2022,Bonds,AAA,0.00 - 1.85,1.79
Sundaram Finance 2022,Zero Coupon Bonds,AAA,0.00 - 0.40,0.40
655. Kotak FMP Series 267 - 1182 Days - Regular Plan
8.66% Tamilnadu State 2022,State Development Loan,SOV,17.96 - 18.69,17.96
8.2% Power Grid Corporation 2022,Bonds/NCDs,AAA,0.00 - 10.88,10.58
9.224% Bajaj Finance 2022,Zero Coupon Bonds,AAA,10.33 - 10.72,10.33
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,10.32 - 10.76,10.32
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,10.28 - 10.76,10.28
7.95% SIDBI 2022,Debenture,AAA,0.00 - 9.74,9.49
8.595% LIC Housing Fin. 2022,Debenture,AAA,8.79 - 9.14,8.79
8.18% Power Finance Corp. 2022,Debenture,AAA,8.74 - 9.09,8.74
8.5884% Bajaj Housing Finance 2022,Bonds/Debentures,AAA,0.00 - 3.99,3.86
8.58% HDFC 2022,Debenture,AAA,3.17 - 3.29,3.17
9.35% REC 2022,Bonds,AAA,0.00 - 1.85,1.79
Sundaram Finance 2022,Zero Coupon Bonds,AAA,0.00 - 0.40,0.40
656. Kotak Gilt Investment - Direct Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 68.05,46.59
7.57% GOI 2033,GOI Securities,SOV,0.00 - 43.09,43.09
7.69% GOI 2043,Central Government Loan,SOV,0.00 - 6.98,5.72
9.36% West Bengal State 2022,State Development Loan,SOV,0.00 - 4.07,0.37
9.09% Maharashtra State 2021,State Development Loan,SOV,0.33 - 0.39,0.34
9.37% Gujarat State 2023,State Development Loan,SOV,0.00 - 0.04,0.04
8.79% Maharashtra State 2021,State Development Loan,SOV,0.00 - 0.04,0.04
8.88% Gujarat State 2022,State Development Loan,SOV,0.00 - 0.02,0.02
7.37% GOI 2023,GOI Securities,SOV,0.00 - 0.00,0.00
657. Kotak Gilt Investment - Regular Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 68.05,46.59
7.57% GOI 2033,GOI Securities,SOV,0.00 - 43.09,43.09
7.69% GOI 2043,Central Government Loan,SOV,0.00 - 6.98,5.72
9.36% West Bengal State 2022,State Development Loan,SOV,0.00 - 4.07,0.37
9.09% Maharashtra State 2021,State Development Loan,SOV,0.33 - 0.39,0.34
9.37% Gujarat State 2023,State Development Loan,SOV,0.00 - 0.04,0.04
8.79% Maharashtra State 2021,State Development Loan,SOV,0.00 - 0.04,0.04
8.88% Gujarat State 2022,State Development Loan,SOV,0.00 - 0.02,0.02
7.37% GOI 2023,GOI Securities,SOV,0.00 - 0.00,0.00
658. Kotak Gilt Investment Provident Fund and Trust Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 68.05,46.59
7.57% GOI 2033,GOI Securities,SOV,0.00 - 43.09,43.09
7.69% GOI 2043,Central Government Loan,SOV,0.00 - 6.98,5.72
9.36% West Bengal State 2022,State Development Loan,SOV,0.00 - 4.07,0.37
9.09% Maharashtra State 2021,State Development Loan,SOV,0.33 - 0.39,0.34
9.37% Gujarat State 2023,State Development Loan,SOV,0.00 - 0.04,0.04
8.79% Maharashtra State 2021,State Development Loan,SOV,0.00 - 0.04,0.04
8.88% Gujarat State 2022,State Development Loan,SOV,0.00 - 0.02,0.02
7.37% GOI 2023,GOI Securities,SOV,0.00 - 0.00,0.00
659. Kotak Gilt Investment Provident Fund and Trust Plan - Direct Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 68.05,46.59
7.57% GOI 2033,GOI Securities,SOV,0.00 - 43.09,43.09
7.69% GOI 2043,Central Government Loan,SOV,0.00 - 6.98,5.72
9.36% West Bengal State 2022,State Development Loan,SOV,0.00 - 4.07,0.37
9.09% Maharashtra State 2021,State Development Loan,SOV,0.33 - 0.39,0.34
9.37% Gujarat State 2023,State Development Loan,SOV,0.00 - 0.04,0.04
8.79% Maharashtra State 2021,State Development Loan,SOV,0.00 - 0.04,0.04
8.88% Gujarat State 2022,State Development Loan,SOV,0.00 - 0.02,0.02
7.37% GOI 2023,GOI Securities,SOV,0.00 - 0.00,0.00
660. Kotak Liquid - Direct Plan
Syndicate Bank 2019,Certificate of Deposit,A1+,0.00 - 6.10,6.10
Reserve Bank of India 182-D 28/11/2019,Treasury Bills,SOV,0.00 - 6.06,6.06
IRFC 30-D 04/10/2019,Commercial Paper,A1+,0.00 - 5.81,5.81
National Housing Bank 91-D 18/12/2019,Commercial Paper,A1+,0.00 - 5.75,5.75
Reliance Jio Infocomm 66-D 11/10/2019,Commercial Paper,A1+,0.00 - 3.87,3.87
Reliance Retail Ltd. 80-D 08/11/2019,Commercial Paper,A1+,0.00 - 3.85,3.85
Bajaj Finance 91-D 08/11/2019,Commercial Paper,A1+,0.00 - 3.87,3.47
Reserve Bank of India 182-D 21/11/2019,Treasury Bills,SOV,0.00 - 3.38,3.38
Reliance Jio Infocomm 60-D 01/10/2019,Commercial Paper,A1+,0.00 - 3.29,3.29
Bajaj Finance 90-D 11/11/2019,Commercial Paper,A1+,0.00 - 2.89,2.89
Reserve Bank of India 182-D 03/10/2019,Treasury Bills,SOV,0.00 - 5.06,2.42
SAIL 91-D 08/11/2019,Commercial Paper,A1+,0.00 - 2.12,2.12
Indian Oil Corp. 56-D 01/10/2019,Commercial Paper,A1+,0.00 - 1.94,1.94
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 1.93,1.93
Export-Import Bank 29-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.93,1.93
Reliance Jio Infocomm 36-D 24/10/2019,Commercial Paper,A1+,0.00 - 1.93,1.93
Aditya Birla Finance 90-D 07/11/2019,Commercial Paper,A1+,0.00 - 1.93,1.93
Syndicate Bank 2019,Certificate of Deposit,A1+,0.00 - 1.92,1.92
MRPL 178-D 22/11/2019,Commercial Paper,A1+,0.00 - 1.92,1.92
Reliance Industries 158-D 13/12/2019,Commercial Paper,A1+,0.00 - 1.92,1.92
SAIL 88-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.74,1.74
IDFC First Bank 2019,Certificate of Deposit,A1+,0.00 - 1.74,1.74
L&T Infrastructre Finance 180-D 26/11/2019,Commercial Paper,A1+,0.00 - 1.54,1.54
NTPC 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.54,1.54
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 1.45,1.45
661. Kotak Liquid - Regular Plan
Syndicate Bank 2019,Certificate of Deposit,A1+,0.00 - 6.10,6.10
Reserve Bank of India 182-D 28/11/2019,Treasury Bills,SOV,0.00 - 6.06,6.06
IRFC 30-D 04/10/2019,Commercial Paper,A1+,0.00 - 5.81,5.81
National Housing Bank 91-D 18/12/2019,Commercial Paper,A1+,0.00 - 5.75,5.75
Reliance Jio Infocomm 66-D 11/10/2019,Commercial Paper,A1+,0.00 - 3.87,3.87
Reliance Retail Ltd. 80-D 08/11/2019,Commercial Paper,A1+,0.00 - 3.85,3.85
Bajaj Finance 91-D 08/11/2019,Commercial Paper,A1+,0.00 - 3.87,3.47
Reserve Bank of India 182-D 21/11/2019,Treasury Bills,SOV,0.00 - 3.38,3.38
Reliance Jio Infocomm 60-D 01/10/2019,Commercial Paper,A1+,0.00 - 3.29,3.29
Bajaj Finance 90-D 11/11/2019,Commercial Paper,A1+,0.00 - 2.89,2.89
Reserve Bank of India 182-D 03/10/2019,Treasury Bills,SOV,0.00 - 5.06,2.42
SAIL 91-D 08/11/2019,Commercial Paper,A1+,0.00 - 2.12,2.12
Indian Oil Corp. 56-D 01/10/2019,Commercial Paper,A1+,0.00 - 1.94,1.94
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 1.93,1.93
Export-Import Bank 29-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.93,1.93
Reliance Jio Infocomm 36-D 24/10/2019,Commercial Paper,A1+,0.00 - 1.93,1.93
Aditya Birla Finance 90-D 07/11/2019,Commercial Paper,A1+,0.00 - 1.93,1.93
Syndicate Bank 2019,Certificate of Deposit,A1+,0.00 - 1.92,1.92
MRPL 178-D 22/11/2019,Commercial Paper,A1+,0.00 - 1.92,1.92
Reliance Industries 158-D 13/12/2019,Commercial Paper,A1+,0.00 - 1.92,1.92
SAIL 88-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.74,1.74
IDFC First Bank 2019,Certificate of Deposit,A1+,0.00 - 1.74,1.74
L&T Infrastructre Finance 180-D 26/11/2019,Commercial Paper,A1+,0.00 - 1.54,1.54
NTPC 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.54,1.54
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 1.45,1.45
662. Kotak Low Duration Fund - Standard Plan
8.97% Uttar Pradesh Power Corporation 2021,Bonds,AA,7.57 - 8.78,8.15
9.99% Manappuram Finance 2019,Debenture,AA-,4.86 - 5.63,5.22
8.2534% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,0.00 - 4.85,4.24
Piramal Enterprises 91-D 01/10/2019,Commercial Paper,A1+,0.00 - 4.17,4.17
Sarvoday Advisory Services 2021,Zero Coupon Bonds,A,3.36 - 3.75,3.73
ECL Finance 2020,Zero Coupon Bonds,AA,0.00 - 3.85,3.67
10.5% Aasan Corporate Solutions 2020,Zero Coupon Bonds,A+,0.00 - 3.71,3.65
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,AA,0.00 - 3.47,3.47
Reliance Retail Ltd. 2020,Non Convertible Debenture,AAA,0.00 - 3.46,3.43
8.7545% Nabha Power 2020,Debenture,AAA,0.00 - 2.89,2.83
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,0.00 - 2.67,2.64
4% HPCL Mittal Energy 2022,Debenture,AA+,0.00 - 2.60,2.59
9.55% Andhra Bank 2019,Bonds,AA-,2.35 - 2.71,2.53
Sarvoday Advisory Services 2021,Zero Coupon Bonds,A,2.24 - 2.50,2.49
Avendus Finance 2020,Floating Rate Debenture,A+,1.94 - 2.24,2.09
REC 361-D 19/06/2020,Commercial Paper,A1+,0.00 - 2.01,1.99
HDFC 364-D 05/08/2020,Commercial Paper,A1+,0.00 - 1.98,1.97
Reliance Retail Ltd. 2020,Zero Coupon Bonds,AAA,0.00 - 1.97,1.95
Reliance Retail Ltd. 2019,Securitised Debt,AAA,1.59 - 1.78,1.76
Bharti Telecom 2020,Debenture,AA+,1.50 - 1.68,1.66
Muthoot Finance 91-D 03/10/2019,Commercial Paper,A1+,0.00 - 1.56,1.56
Piramal Enterprises 98-D 10/12/2019,Commercial Paper,A1+,0.00 - 1.54,1.54
8.75% State Bank of India,Non Convertible Debenture,AA+,0.00 - 2.64,1.46
10.15% Uttar Pradesh Power Corporation 2021,Debenture,A+,1.18 - 1.38,1.27
4% HPCL Mittal Energy 2021,Debenture,AA+,0.00 - 1.10,1.09
663. Kotak Low Duration Fund - Standard Plan - Direct Plan
8.97% Uttar Pradesh Power Corporation 2021,Bonds,AA,7.57 - 8.78,8.15
9.99% Manappuram Finance 2019,Debenture,AA-,4.86 - 5.63,5.22
8.2534% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,0.00 - 4.85,4.24
Piramal Enterprises 91-D 01/10/2019,Commercial Paper,A1+,0.00 - 4.17,4.17
Sarvoday Advisory Services 2021,Zero Coupon Bonds,A,3.36 - 3.75,3.73
ECL Finance 2020,Zero Coupon Bonds,AA,0.00 - 3.85,3.67
10.5% Aasan Corporate Solutions 2020,Zero Coupon Bonds,A+,0.00 - 3.71,3.65
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,AA,0.00 - 3.47,3.47
Reliance Retail Ltd. 2020,Non Convertible Debenture,AAA,0.00 - 3.46,3.43
8.7545% Nabha Power 2020,Debenture,AAA,0.00 - 2.89,2.83
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,0.00 - 2.67,2.64
4% HPCL Mittal Energy 2022,Debenture,AA+,0.00 - 2.60,2.59
9.55% Andhra Bank 2019,Bonds,AA-,2.35 - 2.71,2.53
Sarvoday Advisory Services 2021,Zero Coupon Bonds,A,2.24 - 2.50,2.49
Avendus Finance 2020,Floating Rate Debenture,A+,1.94 - 2.24,2.09
REC 361-D 19/06/2020,Commercial Paper,A1+,0.00 - 2.01,1.99
HDFC 364-D 05/08/2020,Commercial Paper,A1+,0.00 - 1.98,1.97
Reliance Retail Ltd. 2020,Zero Coupon Bonds,AAA,0.00 - 1.97,1.95
Reliance Retail Ltd. 2019,Securitised Debt,AAA,1.59 - 1.78,1.76
Bharti Telecom 2020,Debenture,AA+,1.50 - 1.68,1.66
Muthoot Finance 91-D 03/10/2019,Commercial Paper,A1+,0.00 - 1.56,1.56
Piramal Enterprises 98-D 10/12/2019,Commercial Paper,A1+,0.00 - 1.54,1.54
8.75% State Bank of India,Non Convertible Debenture,AA+,0.00 - 2.64,1.46
10.15% Uttar Pradesh Power Corporation 2021,Debenture,A+,1.18 - 1.38,1.27
4% HPCL Mittal Energy 2021,Debenture,AA+,0.00 - 1.10,1.09
664. Kotak Medium Term Fund - Direct Plan
8.97% Uttar Pradesh Power Corporation 2022,Bonds,AA,5.47 - 6.78,6.78
9.9% Coastal Gujarat Power 2028,Debenture,AA,0.00 - 6.51,6.51
9.25% Reliance Jio Infocomm 2024,Debenture,AAA,5.02 - 5.99,5.99
9.15% Punjab National Bank,Bonds,A,0.00 - 5.66,5.66
8.45% Sikka Ports and Terminals 2023,Debenture,AAA,3.73 - 5.44,5.44
10.9% Punjab & Sind Bank 2099,Bonds,A+,4.16 - 5.21,5.21
9.25% Power Finance Corp. 2024,Non Convertible Debenture,AAA,0.00 - 4.52,4.52
10.5% Aasan Corporate Solutions 2020,Zero Coupon Bonds,A+,0.00 - 4.72,3.33
9.75% Jamnagar Utilities and Power 2024,Debenture,AAA,2.35 - 2.98,2.98
7.49% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 2.84,2.84
9.5% Union Bank of India 2048,Bonds,AA-,1.75 - 2.27,2.27
8.3% REC 2029,Non Convertible Debenture,AAA,0.00 - 2.17,2.17
Piramal Enterprises 98-D 10/12/2019,Commercial Paper,A1+,0.00 - 2.13,2.13
10.25% Shriram Transport Finance 2024,Non Convertible Debenture,AA+,0.00 - 2.05,2.05
4% HPCL Mittal Energy 2022,Debenture,AA+,0.00 - 1.80,1.80
7.75% Bank of Baroda 2034,Debenture,AAA,0.00 - 1.72,1.72
8.48% Uttar Pradesh Power Corporation 2022,Structured Obligation,AA,1.26 - 1.57,1.57
9.95% Food Corporation of India 2022,Bonds,AAA,0.00 - 3.73,1.54
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,0.00 - 1.47,1.47
